"Step","jwb0406.juwels-0 - train/lm_loss","jwb0406.juwels-0 - train/lm_loss__MIN","jwb0406.juwels-0 - train/lm_loss__MAX","jwb0417.juwels-0 - train/lm_loss","jwb0417.juwels-0 - train/lm_loss__MIN","jwb0417.juwels-0 - train/lm_loss__MAX"
"50","","","","7.465389251708984","7.465389251708984","7.465389251708984"
"51","","","","7.3650102615356445","7.3650102615356445","7.3650102615356445"
"52","","","","7.3954033851623535","7.3954033851623535","7.3954033851623535"
"53","","","","7.353732109069824","7.353732109069824","7.353732109069824"
"54","","","","7.390085697174072","7.390085697174072","7.390085697174072"
"55","","","","7.295234680175781","7.295234680175781","7.295234680175781"
"56","","","","7.243849754333496","7.243849754333496","7.243849754333496"
"57","","","","7.374944686889648","7.374944686889648","7.374944686889648"
"58","","","","7.180433750152588","7.180433750152588","7.180433750152588"
"59","","","","7.142278671264648","7.142278671264648","7.142278671264648"
"60","","","","6.9649810791015625","6.9649810791015625","6.9649810791015625"
"61","","","","7.078075885772705","7.078075885772705","7.078075885772705"
"62","","","","7.027976989746094","7.027976989746094","7.027976989746094"
"63","","","","6.937443733215332","6.937443733215332","6.937443733215332"
"64","","","","7.017632484436035","7.017632484436035","7.017632484436035"
"65","","","","6.9091644287109375","6.9091644287109375","6.9091644287109375"
"66","","","","6.87251091003418","6.87251091003418","6.87251091003418"
"67","","","","6.913544654846191","6.913544654846191","6.913544654846191"
"68","","","","6.892783164978027","6.892783164978027","6.892783164978027"
"69","","","","6.943692207336426","6.943692207336426","6.943692207336426"
"70","","","","6.828493118286133","6.828493118286133","6.828493118286133"
"71","","","","6.8679046630859375","6.8679046630859375","6.8679046630859375"
"72","","","","6.72457218170166","6.72457218170166","6.72457218170166"
"73","","","","6.8428802490234375","6.8428802490234375","6.8428802490234375"
"74","","","","6.7203145027160645","6.7203145027160645","6.7203145027160645"
"75","","","","6.569582939147949","6.569582939147949","6.569582939147949"
"76","","","","6.545326232910156","6.545326232910156","6.545326232910156"
"77","","","","6.6852006912231445","6.6852006912231445","6.6852006912231445"
"78","","","","6.543312072753906","6.543312072753906","6.543312072753906"
"79","","","","6.532337665557861","6.532337665557861","6.532337665557861"
"80","","","","6.347211837768555","6.347211837768555","6.347211837768555"
"81","","","","6.414034843444824","6.414034843444824","6.414034843444824"
"82","","","","6.518199920654297","6.518199920654297","6.518199920654297"
"83","","","","6.3947930335998535","6.3947930335998535","6.3947930335998535"
"84","","","","6.305869102478027","6.305869102478027","6.305869102478027"
"85","","","","6.28119421005249","6.28119421005249","6.28119421005249"
"86","","","","6.463552951812744","6.463552951812744","6.463552951812744"
"87","","","","6.31905460357666","6.31905460357666","6.31905460357666"
"88","","","","6.3318257331848145","6.3318257331848145","6.3318257331848145"
"89","","","","6.295074939727783","6.295074939727783","6.295074939727783"
"90","","","","6.248941421508789","6.248941421508789","6.248941421508789"
"91","","","","6.180905818939209","6.180905818939209","6.180905818939209"
"92","","","","6.152846336364746","6.152846336364746","6.152846336364746"
"93","","","","6.227273941040039","6.227273941040039","6.227273941040039"
"94","","","","6.261472702026367","6.261472702026367","6.261472702026367"
"95","","","","6.1381940841674805","6.1381940841674805","6.1381940841674805"
"96","","","","6.18710994720459","6.18710994720459","6.18710994720459"
"97","","","","6.01641845703125","6.01641845703125","6.01641845703125"
"98","","","","6.24493408203125","6.24493408203125","6.24493408203125"
"99","","","","6.307377815246582","6.307377815246582","6.307377815246582"
"100","","","","6.126199722290039","6.126199722290039","6.126199722290039"
"101","","","","6.038483142852783","6.038483142852783","6.038483142852783"
"102","","","","6.088645935058594","6.088645935058594","6.088645935058594"
"103","","","","6.061783313751221","6.061783313751221","6.061783313751221"
"104","","","","6.100025177001953","6.100025177001953","6.100025177001953"
"105","","","","6.122801780700684","6.122801780700684","6.122801780700684"
"106","","","","6.0682902336120605","6.0682902336120605","6.0682902336120605"
"107","","","","6.059020519256592","6.059020519256592","6.059020519256592"
"108","","","","6.0191850662231445","6.0191850662231445","6.0191850662231445"
"109","","","","5.921395778656006","5.921395778656006","5.921395778656006"
"110","","","","5.904140472412109","5.904140472412109","5.904140472412109"
"111","","","","5.983423233032227","5.983423233032227","5.983423233032227"
"112","","","","5.974383354187012","5.974383354187012","5.974383354187012"
"113","","","","6.1388421058654785","6.1388421058654785","6.1388421058654785"
"114","","","","5.899313926696777","5.899313926696777","5.899313926696777"
"115","","","","5.9462995529174805","5.9462995529174805","5.9462995529174805"
"116","","","","6.073549747467041","6.073549747467041","6.073549747467041"
"117","","","","5.796337604522705","5.796337604522705","5.796337604522705"
"118","","","","5.886101722717285","5.886101722717285","5.886101722717285"
"119","","","","5.888276100158691","5.888276100158691","5.888276100158691"
"120","","","","5.743247985839844","5.743247985839844","5.743247985839844"
"121","","","","5.824661731719971","5.824661731719971","5.824661731719971"
"122","","","","5.90022087097168","5.90022087097168","5.90022087097168"
"123","","","","5.789592266082764","5.789592266082764","5.789592266082764"
"124","","","","5.927902698516846","5.927902698516846","5.927902698516846"
"125","","","","5.706015110015869","5.706015110015869","5.706015110015869"
"126","","","","5.864869117736816","5.864869117736816","5.864869117736816"
"127","","","","5.749468803405762","5.749468803405762","5.749468803405762"
"128","","","","5.723305702209473","5.723305702209473","5.723305702209473"
"129","","","","5.898105621337891","5.898105621337891","5.898105621337891"
"130","","","","5.845605850219727","5.845605850219727","5.845605850219727"
"131","","","","5.82611608505249","5.82611608505249","5.82611608505249"
"132","","","","5.707735538482666","5.707735538482666","5.707735538482666"
"133","","","","5.921149253845215","5.921149253845215","5.921149253845215"
"134","","","","5.755548477172852","5.755548477172852","5.755548477172852"
"135","","","","5.676095962524414","5.676095962524414","5.676095962524414"
"136","","","","5.78444766998291","5.78444766998291","5.78444766998291"
"137","","","","5.598161697387695","5.598161697387695","5.598161697387695"
"138","","","","5.8227410316467285","5.8227410316467285","5.8227410316467285"
"139","","","","5.567837238311768","5.567837238311768","5.567837238311768"
"140","","","","5.591675758361816","5.591675758361816","5.591675758361816"
"141","","","","5.664543151855469","5.664543151855469","5.664543151855469"
"142","","","","5.732643127441406","5.732643127441406","5.732643127441406"
"143","","","","5.647861003875732","5.647861003875732","5.647861003875732"
"144","","","","5.598833084106445","5.598833084106445","5.598833084106445"
"145","","","","5.581772804260254","5.581772804260254","5.581772804260254"
"146","","","","5.600320816040039","5.600320816040039","5.600320816040039"
"147","","","","5.6201581954956055","5.6201581954956055","5.6201581954956055"
"148","","","","5.546572685241699","5.546572685241699","5.546572685241699"
"149","","","","5.573142051696777","5.573142051696777","5.573142051696777"
"150","","","","5.546407699584961","5.546407699584961","5.546407699584961"
"151","","","","5.610345363616943","5.610345363616943","5.610345363616943"
"152","","","","5.7156219482421875","5.7156219482421875","5.7156219482421875"
"153","","","","5.485072135925293","5.485072135925293","5.485072135925293"
"154","","","","5.6219892501831055","5.6219892501831055","5.6219892501831055"
"155","","","","5.591248035430908","5.591248035430908","5.591248035430908"
"156","","","","5.444226264953613","5.444226264953613","5.444226264953613"
"157","","","","5.470057487487793","5.470057487487793","5.470057487487793"
"158","","","","5.499972343444824","5.499972343444824","5.499972343444824"
"159","","","","5.608555793762207","5.608555793762207","5.608555793762207"
"160","","","","5.514928817749023","5.514928817749023","5.514928817749023"
"161","","","","5.439353942871094","5.439353942871094","5.439353942871094"
"162","","","","5.409520149230957","5.409520149230957","5.409520149230957"
"163","","","","5.389913558959961","5.389913558959961","5.389913558959961"
"164","","","","5.530364036560059","5.530364036560059","5.530364036560059"
"165","","","","5.695989608764648","5.695989608764648","5.695989608764648"
"166","","","","5.490142822265625","5.490142822265625","5.490142822265625"
"167","","","","5.375367164611816","5.375367164611816","5.375367164611816"
"168","","","","5.38846492767334","5.38846492767334","5.38846492767334"
"169","","","","5.490791320800781","5.490791320800781","5.490791320800781"
"170","","","","5.3946990966796875","5.3946990966796875","5.3946990966796875"
"171","","","","5.6450700759887695","5.6450700759887695","5.6450700759887695"
"172","","","","5.335539817810059","5.335539817810059","5.335539817810059"
"173","","","","5.47505521774292","5.47505521774292","5.47505521774292"
"174","","","","5.522147178649902","5.522147178649902","5.522147178649902"
"175","","","","5.483706474304199","5.483706474304199","5.483706474304199"
"176","","","","5.33791446685791","5.33791446685791","5.33791446685791"
"177","","","","5.389164924621582","5.389164924621582","5.389164924621582"
"178","","","","5.295998573303223","5.295998573303223","5.295998573303223"
"179","","","","5.413062572479248","5.413062572479248","5.413062572479248"
"180","","","","5.348726272583008","5.348726272583008","5.348726272583008"
"181","","","","5.399206161499023","5.399206161499023","5.399206161499023"
"182","","","","5.268023490905762","5.268023490905762","5.268023490905762"
"183","","","","5.327528953552246","5.327528953552246","5.327528953552246"
"184","","","","5.3517351150512695","5.3517351150512695","5.3517351150512695"
"185","","","","5.230867385864258","5.230867385864258","5.230867385864258"
"186","","","","5.3017048835754395","5.3017048835754395","5.3017048835754395"
"187","","","","5.348236560821533","5.348236560821533","5.348236560821533"
"188","","","","5.435705661773682","5.435705661773682","5.435705661773682"
"189","","","","5.335991859436035","5.335991859436035","5.335991859436035"
"190","","","","5.324784278869629","5.324784278869629","5.324784278869629"
"191","","","","5.325735569000244","5.325735569000244","5.325735569000244"
"192","","","","5.275956153869629","5.275956153869629","5.275956153869629"
"193","","","","5.301769256591797","5.301769256591797","5.301769256591797"
"194","","","","5.234037399291992","5.234037399291992","5.234037399291992"
"195","","","","5.3732099533081055","5.3732099533081055","5.3732099533081055"
"196","","","","5.337876319885254","5.337876319885254","5.337876319885254"
"197","","","","5.318280220031738","5.318280220031738","5.318280220031738"
"198","","","","5.198800086975098","5.198800086975098","5.198800086975098"
"199","","","","5.2987565994262695","5.2987565994262695","5.2987565994262695"
"200","","","","5.265222549438477","5.265222549438477","5.265222549438477"
"201","","","","5.312341690063477","5.312341690063477","5.312341690063477"
"202","","","","5.180026054382324","5.180026054382324","5.180026054382324"
"203","","","","5.200911045074463","5.200911045074463","5.200911045074463"
"204","","","","5.237382888793945","5.237382888793945","5.237382888793945"
"205","","","","5.359342098236084","5.359342098236084","5.359342098236084"
"206","","","","5.188377380371094","5.188377380371094","5.188377380371094"
"207","","","","5.2049455642700195","5.2049455642700195","5.2049455642700195"
"208","","","","5.1372528076171875","5.1372528076171875","5.1372528076171875"
"209","","","","5.124589920043945","5.124589920043945","5.124589920043945"
"210","","","","5.196308612823486","5.196308612823486","5.196308612823486"
"211","","","","5.187763214111328","5.187763214111328","5.187763214111328"
"212","","","","5.206661224365234","5.206661224365234","5.206661224365234"
"213","","","","5.18708610534668","5.18708610534668","5.18708610534668"
"214","","","","5.131293296813965","5.131293296813965","5.131293296813965"
"215","","","","5.250059127807617","5.250059127807617","5.250059127807617"
"216","","","","5.1636528968811035","5.1636528968811035","5.1636528968811035"
"217","","","","5.189791202545166","5.189791202545166","5.189791202545166"
"218","","","","5.063633918762207","5.063633918762207","5.063633918762207"
"219","","","","5.150317192077637","5.150317192077637","5.150317192077637"
"220","","","","5.1845703125","5.1845703125","5.1845703125"
"221","","","","5.3089919090271","5.3089919090271","5.3089919090271"
"222","","","","5.065925598144531","5.065925598144531","5.065925598144531"
"223","","","","5.205585479736328","5.205585479736328","5.205585479736328"
"224","","","","5.100419044494629","5.100419044494629","5.100419044494629"
"225","","","","5.3055620193481445","5.3055620193481445","5.3055620193481445"
"226","","","","5.316637992858887","5.316637992858887","5.316637992858887"
"227","","","","5.159426689147949","5.159426689147949","5.159426689147949"
"228","","","","5.292320728302002","5.292320728302002","5.292320728302002"
"229","","","","5.152357578277588","5.152357578277588","5.152357578277588"
"230","","","","5.07296085357666","5.07296085357666","5.07296085357666"
"231","","","","5.1850690841674805","5.1850690841674805","5.1850690841674805"
"232","","","","5.072887897491455","5.072887897491455","5.072887897491455"
"233","","","","4.967572212219238","4.967572212219238","4.967572212219238"
"234","","","","5.061337471008301","5.061337471008301","5.061337471008301"
"235","","","","5.029216766357422","5.029216766357422","5.029216766357422"
"236","","","","4.999287128448486","4.999287128448486","4.999287128448486"
"237","","","","5.0780134201049805","5.0780134201049805","5.0780134201049805"
"238","","","","5.146711826324463","5.146711826324463","5.146711826324463"
"239","","","","5.178827285766602","5.178827285766602","5.178827285766602"
"240","","","","5.01340389251709","5.01340389251709","5.01340389251709"
"241","","","","4.986291885375977","4.986291885375977","4.986291885375977"
"242","","","","5.041494846343994","5.041494846343994","5.041494846343994"
"243","","","","4.920440673828125","4.920440673828125","4.920440673828125"
"244","","","","5.07048225402832","5.07048225402832","5.07048225402832"
"245","","","","4.921322345733643","4.921322345733643","4.921322345733643"
"246","","","","4.985797882080078","4.985797882080078","4.985797882080078"
"247","","","","4.948638439178467","4.948638439178467","4.948638439178467"
"248","","","","5.046772480010986","5.046772480010986","5.046772480010986"
"249","","","","5.034224510192871","5.034224510192871","5.034224510192871"
"250","","","","5.078225135803223","5.078225135803223","5.078225135803223"
"251","","","","4.927063941955566","4.927063941955566","4.927063941955566"
"252","","","","5.022891521453857","5.022891521453857","5.022891521453857"
"253","","","","5.105382919311523","5.105382919311523","5.105382919311523"
"254","","","","5.025010108947754","5.025010108947754","5.025010108947754"
"255","","","","5.042946815490723","5.042946815490723","5.042946815490723"
"256","","","","5.078802108764648","5.078802108764648","5.078802108764648"
"257","","","","5.107658863067627","5.107658863067627","5.107658863067627"
"258","","","","5.045680999755859","5.045680999755859","5.045680999755859"
"259","","","","4.999114990234375","4.999114990234375","4.999114990234375"
"260","","","","4.982963562011719","4.982963562011719","4.982963562011719"
"261","","","","5.06043004989624","5.06043004989624","5.06043004989624"
"262","","","","5.179156303405762","5.179156303405762","5.179156303405762"
"263","","","","5.078024387359619","5.078024387359619","5.078024387359619"
"264","","","","4.949281692504883","4.949281692504883","4.949281692504883"
"265","","","","5.016505241394043","5.016505241394043","5.016505241394043"
"266","","","","5.225123882293701","5.225123882293701","5.225123882293701"
"267","","","","5.109768867492676","5.109768867492676","5.109768867492676"
"268","","","","4.965683937072754","4.965683937072754","4.965683937072754"
"269","","","","4.913846015930176","4.913846015930176","4.913846015930176"
"270","","","","4.994574069976807","4.994574069976807","4.994574069976807"
"271","","","","4.983020782470703","4.983020782470703","4.983020782470703"
"272","","","","5.000692367553711","5.000692367553711","5.000692367553711"
"273","","","","5.162298202514648","5.162298202514648","5.162298202514648"
"274","","","","5.015069007873535","5.015069007873535","5.015069007873535"
"275","","","","4.921797752380371","4.921797752380371","4.921797752380371"
"276","","","","4.9154253005981445","4.9154253005981445","4.9154253005981445"
"277","","","","4.997127532958984","4.997127532958984","4.997127532958984"
"278","","","","4.887518882751465","4.887518882751465","4.887518882751465"
"279","","","","5.163924694061279","5.163924694061279","5.163924694061279"
"280","","","","4.935754299163818","4.935754299163818","4.935754299163818"
"281","","","","4.986276626586914","4.986276626586914","4.986276626586914"
"282","","","","4.799840927124023","4.799840927124023","4.799840927124023"
"283","","","","4.950491905212402","4.950491905212402","4.950491905212402"
"284","","","","4.840835094451904","4.840835094451904","4.840835094451904"
"285","","","","4.922239303588867","4.922239303588867","4.922239303588867"
"286","","","","4.843891143798828","4.843891143798828","4.843891143798828"
"287","","","","4.888792037963867","4.888792037963867","4.888792037963867"
"288","","","","4.862837791442871","4.862837791442871","4.862837791442871"
"289","","","","4.986132621765137","4.986132621765137","4.986132621765137"
"290","","","","4.871164798736572","4.871164798736572","4.871164798736572"
"291","","","","4.773798942565918","4.773798942565918","4.773798942565918"
"292","","","","4.720161437988281","4.720161437988281","4.720161437988281"
"293","","","","4.898195266723633","4.898195266723633","4.898195266723633"
"294","","","","4.9724345207214355","4.9724345207214355","4.9724345207214355"
"295","","","","4.798267364501953","4.798267364501953","4.798267364501953"
"296","","","","4.834075927734375","4.834075927734375","4.834075927734375"
"297","","","","4.804202556610107","4.804202556610107","4.804202556610107"
"298","","","","4.782001495361328","4.782001495361328","4.782001495361328"
"299","","","","4.882225036621094","4.882225036621094","4.882225036621094"
"300","","","","4.855405807495117","4.855405807495117","4.855405807495117"
"301","","","","5.004578590393066","5.004578590393066","5.004578590393066"
"302","","","","4.771821975708008","4.771821975708008","4.771821975708008"
"303","","","","4.9151611328125","4.9151611328125","4.9151611328125"
"304","","","","4.964925765991211","4.964925765991211","4.964925765991211"
"305","","","","4.752161979675293","4.752161979675293","4.752161979675293"
"306","","","","4.801191329956055","4.801191329956055","4.801191329956055"
"307","","","","4.770961284637451","4.770961284637451","4.770961284637451"
"308","","","","4.755607604980469","4.755607604980469","4.755607604980469"
"309","","","","4.713922500610352","4.713922500610352","4.713922500610352"
"310","","","","4.814908504486084","4.814908504486084","4.814908504486084"
"311","","","","4.853970527648926","4.853970527648926","4.853970527648926"
"312","","","","4.680431365966797","4.680431365966797","4.680431365966797"
"313","","","","4.969446182250977","4.969446182250977","4.969446182250977"
"314","","","","4.838373184204102","4.838373184204102","4.838373184204102"
"315","","","","4.8320441246032715","4.8320441246032715","4.8320441246032715"
"316","","","","4.95060396194458","4.95060396194458","4.95060396194458"
"317","","","","4.718015670776367","4.718015670776367","4.718015670776367"
"318","","","","4.820962905883789","4.820962905883789","4.820962905883789"
"319","","","","4.709139823913574","4.709139823913574","4.709139823913574"
"320","","","","4.814505577087402","4.814505577087402","4.814505577087402"
"321","","","","4.882903099060059","4.882903099060059","4.882903099060059"
"322","","","","4.826557636260986","4.826557636260986","4.826557636260986"
"323","","","","4.922466278076172","4.922466278076172","4.922466278076172"
"324","","","","4.767070770263672","4.767070770263672","4.767070770263672"
"325","","","","4.76767635345459","4.76767635345459","4.76767635345459"
"326","","","","4.656457424163818","4.656457424163818","4.656457424163818"
"327","","","","4.709362506866455","4.709362506866455","4.709362506866455"
"328","","","","4.731771469116211","4.731771469116211","4.731771469116211"
"329","","","","4.666825294494629","4.666825294494629","4.666825294494629"
"330","","","","4.853452682495117","4.853452682495117","4.853452682495117"
"331","","","","4.687036991119385","4.687036991119385","4.687036991119385"
"332","","","","4.7064313888549805","4.7064313888549805","4.7064313888549805"
"333","","","","4.804486274719238","4.804486274719238","4.804486274719238"
"334","","","","4.350151062011719","4.350151062011719","4.350151062011719"
"335","","","","4.78361701965332","4.78361701965332","4.78361701965332"
"336","","","","4.925355911254883","4.925355911254883","4.925355911254883"
"337","","","","4.651230812072754","4.651230812072754","4.651230812072754"
"338","","","","4.865909576416016","4.865909576416016","4.865909576416016"
"339","","","","4.7251386642456055","4.7251386642456055","4.7251386642456055"
"340","","","","4.644854545593262","4.644854545593262","4.644854545593262"
"341","","","","4.730504512786865","4.730504512786865","4.730504512786865"
"342","","","","4.610260963439941","4.610260963439941","4.610260963439941"
"343","","","","4.719486236572266","4.719486236572266","4.719486236572266"
"344","","","","4.735342979431152","4.735342979431152","4.735342979431152"
"345","","","","4.635759353637695","4.635759353637695","4.635759353637695"
"346","","","","4.715579032897949","4.715579032897949","4.715579032897949"
"347","","","","4.713483810424805","4.713483810424805","4.713483810424805"
"348","","","","4.549376487731934","4.549376487731934","4.549376487731934"
"349","","","","4.592966079711914","4.592966079711914","4.592966079711914"
"350","","","","4.670928955078125","4.670928955078125","4.670928955078125"
"351","","","","4.598726749420166","4.598726749420166","4.598726749420166"
"352","","","","4.584758758544922","4.584758758544922","4.584758758544922"
"353","","","","4.561695098876953","4.561695098876953","4.561695098876953"
"354","","","","4.725968360900879","4.725968360900879","4.725968360900879"
"355","","","","4.603020191192627","4.603020191192627","4.603020191192627"
"356","","","","4.71436882019043","4.71436882019043","4.71436882019043"
"357","","","","4.683184623718262","4.683184623718262","4.683184623718262"
"358","","","","4.678093910217285","4.678093910217285","4.678093910217285"
"359","","","","4.688426494598389","4.688426494598389","4.688426494598389"
"360","","","","4.612310409545898","4.612310409545898","4.612310409545898"
"361","","","","4.582124710083008","4.582124710083008","4.582124710083008"
"362","","","","4.7985148429870605","4.7985148429870605","4.7985148429870605"
"363","","","","4.629154205322266","4.629154205322266","4.629154205322266"
"364","","","","4.593657493591309","4.593657493591309","4.593657493591309"
"365","","","","4.734653949737549","4.734653949737549","4.734653949737549"
"366","","","","4.652168273925781","4.652168273925781","4.652168273925781"
"367","","","","4.5055131912231445","4.5055131912231445","4.5055131912231445"
"368","","","","4.567838191986084","4.567838191986084","4.567838191986084"
"369","","","","4.725696086883545","4.725696086883545","4.725696086883545"
"370","","","","4.488227844238281","4.488227844238281","4.488227844238281"
"371","","","","4.580935955047607","4.580935955047607","4.580935955047607"
"372","","","","4.716130256652832","4.716130256652832","4.716130256652832"
"373","","","","4.79788064956665","4.79788064956665","4.79788064956665"
"374","","","","4.470090866088867","4.470090866088867","4.470090866088867"
"375","","","","4.695859909057617","4.695859909057617","4.695859909057617"
"376","","","","4.616346836090088","4.616346836090088","4.616346836090088"
"377","","","","4.779018402099609","4.779018402099609","4.779018402099609"
"378","","","","4.681953430175781","4.681953430175781","4.681953430175781"
"379","","","","4.676358222961426","4.676358222961426","4.676358222961426"
"380","","","","4.622519493103027","4.622519493103027","4.622519493103027"
"381","","","","4.572037696838379","4.572037696838379","4.572037696838379"
"382","","","","4.541142463684082","4.541142463684082","4.541142463684082"
"383","","","","4.484832763671875","4.484832763671875","4.484832763671875"
"384","","","","4.464747905731201","4.464747905731201","4.464747905731201"
"385","","","","4.648967742919922","4.648967742919922","4.648967742919922"
"386","","","","4.562931537628174","4.562931537628174","4.562931537628174"
"387","","","","4.4529876708984375","4.4529876708984375","4.4529876708984375"
"388","","","","4.460820198059082","4.460820198059082","4.460820198059082"
"389","","","","4.512296676635742","4.512296676635742","4.512296676635742"
"390","","","","4.511170387268066","4.511170387268066","4.511170387268066"
"391","","","","4.386562347412109","4.386562347412109","4.386562347412109"
"392","","","","4.593350887298584","4.593350887298584","4.593350887298584"
"393","","","","4.424038887023926","4.424038887023926","4.424038887023926"
"394","","","","4.629712104797363","4.629712104797363","4.629712104797363"
"395","","","","4.529145240783691","4.529145240783691","4.529145240783691"
"396","","","","4.47878885269165","4.47878885269165","4.47878885269165"
"397","","","","4.385022163391113","4.385022163391113","4.385022163391113"
"398","","","","4.663091659545898","4.663091659545898","4.663091659545898"
"399","","","","4.443224906921387","4.443224906921387","4.443224906921387"
"400","","","","4.443653106689453","4.443653106689453","4.443653106689453"
"401","","","","4.48855447769165","4.48855447769165","4.48855447769165"
"402","","","","4.442943096160889","4.442943096160889","4.442943096160889"
"403","","","","4.505837440490723","4.505837440490723","4.505837440490723"
"404","","","","4.5482330322265625","4.5482330322265625","4.5482330322265625"
"405","","","","4.505556583404541","4.505556583404541","4.505556583404541"
"406","","","","4.538707733154297","4.538707733154297","4.538707733154297"
"407","","","","4.3671112060546875","4.3671112060546875","4.3671112060546875"
"408","","","","4.4692463874816895","4.4692463874816895","4.4692463874816895"
"409","","","","4.563761234283447","4.563761234283447","4.563761234283447"
"410","","","","4.51088809967041","4.51088809967041","4.51088809967041"
"411","","","","4.560239315032959","4.560239315032959","4.560239315032959"
"412","","","","4.418554782867432","4.418554782867432","4.418554782867432"
"413","","","","4.606899261474609","4.606899261474609","4.606899261474609"
"414","","","","4.569138050079346","4.569138050079346","4.569138050079346"
"415","","","","4.444945812225342","4.444945812225342","4.444945812225342"
"416","","","","4.467181205749512","4.467181205749512","4.467181205749512"
"417","","","","4.442951679229736","4.442951679229736","4.442951679229736"
"418","","","","4.6597371101379395","4.6597371101379395","4.6597371101379395"
"419","","","","4.348222732543945","4.348222732543945","4.348222732543945"
"420","","","","4.4229512214660645","4.4229512214660645","4.4229512214660645"
"421","","","","4.539597511291504","4.539597511291504","4.539597511291504"
"422","","","","4.460021018981934","4.460021018981934","4.460021018981934"
"423","","","","4.639647483825684","4.639647483825684","4.639647483825684"
"424","","","","4.474975109100342","4.474975109100342","4.474975109100342"
"425","","","","4.472939968109131","4.472939968109131","4.472939968109131"
"426","","","","4.509387016296387","4.509387016296387","4.509387016296387"
"427","","","","4.429146766662598","4.429146766662598","4.429146766662598"
"428","","","","4.312168121337891","4.312168121337891","4.312168121337891"
"429","","","","4.627185821533203","4.627185821533203","4.627185821533203"
"430","","","","4.384494781494141","4.384494781494141","4.384494781494141"
"431","","","","4.269720077514648","4.269720077514648","4.269720077514648"
"432","","","","4.444273948669434","4.444273948669434","4.444273948669434"
"433","","","","4.709362030029297","4.709362030029297","4.709362030029297"
"434","","","","4.433544158935547","4.433544158935547","4.433544158935547"
"435","","","","4.4895501136779785","4.4895501136779785","4.4895501136779785"
"436","","","","4.632575035095215","4.632575035095215","4.632575035095215"
"437","","","","4.334949493408203","4.334949493408203","4.334949493408203"
