"Step","hkn0405.localdomain-0 - train/lm_loss","hkn0405.localdomain-0 - train/lm_loss__MIN","hkn0405.localdomain-0 - train/lm_loss__MAX"
"35","7.170405864715576","7.170405864715576","7.170405864715576"
"36","7.239977836608887","7.239977836608887","7.239977836608887"
"37","7.188348293304443","7.188348293304443","7.188348293304443"
"38","7.181086540222168","7.181086540222168","7.181086540222168"
"39","7.159964561462402","7.159964561462402","7.159964561462402"
"40","7.005980968475342","7.005980968475342","7.005980968475342"
"41","7.03816556930542","7.03816556930542","7.03816556930542"
"42","6.940552234649658","6.940552234649658","6.940552234649658"
"43","6.847959995269775","6.847959995269775","6.847959995269775"
"44","6.9606428146362305","6.9606428146362305","6.9606428146362305"
"45","6.832025527954102","6.832025527954102","6.832025527954102"
"46","6.938229084014893","6.938229084014893","6.938229084014893"
"47","6.825672626495361","6.825672626495361","6.825672626495361"
"48","6.812268257141113","6.812268257141113","6.812268257141113"
"49","6.687996864318848","6.687996864318848","6.687996864318848"
"50","6.750911235809326","6.750911235809326","6.750911235809326"
"51","6.729161739349365","6.729161739349365","6.729161739349365"
"52","6.661269187927246","6.661269187927246","6.661269187927246"
"53","6.692141056060791","6.692141056060791","6.692141056060791"
"54","6.6357421875","6.6357421875","6.6357421875"
"55","6.581671237945557","6.581671237945557","6.581671237945557"
"56","6.620572566986084","6.620572566986084","6.620572566986084"
"57","6.543727874755859","6.543727874755859","6.543727874755859"
"58","6.531463146209717","6.531463146209717","6.531463146209717"
"59","6.432098388671875","6.432098388671875","6.432098388671875"
"60","6.511013984680176","6.511013984680176","6.511013984680176"
"61","6.423593521118164","6.423593521118164","6.423593521118164"
"62","6.469328880310059","6.469328880310059","6.469328880310059"
"63","6.379464149475098","6.379464149475098","6.379464149475098"
"64","6.276124000549316","6.276124000549316","6.276124000549316"
"65","6.3663482666015625","6.3663482666015625","6.3663482666015625"
"66","6.369456768035889","6.369456768035889","6.369456768035889"
"67","6.307096481323242","6.307096481323242","6.307096481323242"
"68","6.25132942199707","6.25132942199707","6.25132942199707"
"69","6.299705505371094","6.299705505371094","6.299705505371094"
"70","6.3756103515625","6.3756103515625","6.3756103515625"
"71","6.292020797729492","6.292020797729492","6.292020797729492"
"72","6.19136381149292","6.19136381149292","6.19136381149292"
"73","6.2316999435424805","6.2316999435424805","6.2316999435424805"
"74","6.297459125518799","6.297459125518799","6.297459125518799"
"75","6.197587966918945","6.197587966918945","6.197587966918945"
"76","6.266207695007324","6.266207695007324","6.266207695007324"
"77","6.166082382202148","6.166082382202148","6.166082382202148"
"78","6.174093246459961","6.174093246459961","6.174093246459961"
"79","6.106225490570068","6.106225490570068","6.106225490570068"
"80","6.069790840148926","6.069790840148926","6.069790840148926"
"81","6.207590103149414","6.207590103149414","6.207590103149414"
"82","6.0606303215026855","6.0606303215026855","6.0606303215026855"
"83","6.0714311599731445","6.0714311599731445","6.0714311599731445"
"84","5.927264213562012","5.927264213562012","5.927264213562012"
"85","6.0802998542785645","6.0802998542785645","6.0802998542785645"
"86","5.986266613006592","5.986266613006592","5.986266613006592"
"87","5.887371063232422","5.887371063232422","5.887371063232422"
"88","6.110074520111084","6.110074520111084","6.110074520111084"
"89","5.899164199829102","5.899164199829102","5.899164199829102"
"90","5.9076972007751465","5.9076972007751465","5.9076972007751465"
"91","6.0049638748168945","6.0049638748168945","6.0049638748168945"
"92","5.8444976806640625","5.8444976806640625","5.8444976806640625"
"93","5.959879398345947","5.959879398345947","5.959879398345947"
"94","5.894575119018555","5.894575119018555","5.894575119018555"
"95","5.8118205070495605","5.8118205070495605","5.8118205070495605"
"96","5.901883125305176","5.901883125305176","5.901883125305176"
"97","5.86297607421875","5.86297607421875","5.86297607421875"
"98","5.833474636077881","5.833474636077881","5.833474636077881"
"99","5.890937328338623","5.890937328338623","5.890937328338623"
"100","5.968128681182861","5.968128681182861","5.968128681182861"
"101","5.978629112243652","5.978629112243652","5.978629112243652"
"102","5.993854999542236","5.993854999542236","5.993854999542236"
"103","6.007201194763184","6.007201194763184","6.007201194763184"
"104","5.987594127655029","5.987594127655029","5.987594127655029"
"105","6.014370918273926","6.014370918273926","6.014370918273926"
"106","5.873220920562744","5.873220920562744","5.873220920562744"
"107","5.960233211517334","5.960233211517334","5.960233211517334"
"108","5.74434757232666","5.74434757232666","5.74434757232666"
"109","5.856748104095459","5.856748104095459","5.856748104095459"
"110","5.810959815979004","5.810959815979004","5.810959815979004"
"111","5.718317031860352","5.718317031860352","5.718317031860352"
"112","5.72095251083374","5.72095251083374","5.72095251083374"
"113","5.749678134918213","5.749678134918213","5.749678134918213"
"114","5.752799987792969","5.752799987792969","5.752799987792969"
"115","5.743365287780762","5.743365287780762","5.743365287780762"
"116","5.6713786125183105","5.6713786125183105","5.6713786125183105"
"117","5.707406997680664","5.707406997680664","5.707406997680664"
"118","5.74486780166626","5.74486780166626","5.74486780166626"
"119","5.657313823699951","5.657313823699951","5.657313823699951"
"120","5.784172534942627","5.784172534942627","5.784172534942627"
"121","5.98524284362793","5.98524284362793","5.98524284362793"
"122","5.818775177001953","5.818775177001953","5.818775177001953"
"123","5.78000545501709","5.78000545501709","5.78000545501709"
"124","5.659866809844971","5.659866809844971","5.659866809844971"
"125","5.644721984863281","5.644721984863281","5.644721984863281"
"126","5.619081974029541","5.619081974029541","5.619081974029541"
"127","5.742259979248047","5.742259979248047","5.742259979248047"
"128","5.659210681915283","5.659210681915283","5.659210681915283"
"129","5.586860656738281","5.586860656738281","5.586860656738281"
"130","5.579619884490967","5.579619884490967","5.579619884490967"
"131","5.520562648773193","5.520562648773193","5.520562648773193"
"132","5.534099578857422","5.534099578857422","5.534099578857422"
"133","5.528245449066162","5.528245449066162","5.528245449066162"
"134","5.554975509643555","5.554975509643555","5.554975509643555"
"135","5.578678607940674","5.578678607940674","5.578678607940674"
"136","5.517298698425293","5.517298698425293","5.517298698425293"
"137","5.581942081451416","5.581942081451416","5.581942081451416"
"138","5.548186302185059","5.548186302185059","5.548186302185059"
"139","5.532344818115234","5.532344818115234","5.532344818115234"
"140","5.6479058265686035","5.6479058265686035","5.6479058265686035"
"141","5.487942218780518","5.487942218780518","5.487942218780518"
"142","5.6267523765563965","5.6267523765563965","5.6267523765563965"
"143","5.530365943908691","5.530365943908691","5.530365943908691"
"144","5.459346771240234","5.459346771240234","5.459346771240234"
"145","5.486541748046875","5.486541748046875","5.486541748046875"
"146","5.557602405548096","5.557602405548096","5.557602405548096"
"147","5.4395012855529785","5.4395012855529785","5.4395012855529785"
"148","5.449184417724609","5.449184417724609","5.449184417724609"
"149","5.542915344238281","5.542915344238281","5.542915344238281"
"150","5.500824451446533","5.500824451446533","5.500824451446533"
"151","5.441189289093018","5.441189289093018","5.441189289093018"
"152","5.415623664855957","5.415623664855957","5.415623664855957"
"153","5.428792953491211","5.428792953491211","5.428792953491211"
"154","5.466658115386963","5.466658115386963","5.466658115386963"
"155","5.40571928024292","5.40571928024292","5.40571928024292"
"156","5.31751823425293","5.31751823425293","5.31751823425293"
"157","5.526425361633301","5.526425361633301","5.526425361633301"
"158","5.374691009521484","5.374691009521484","5.374691009521484"
"159","5.367074966430664","5.367074966430664","5.367074966430664"
"160","5.375214576721191","5.375214576721191","5.375214576721191"
"161","5.435062885284424","5.435062885284424","5.435062885284424"
"162","5.449167251586914","5.449167251586914","5.449167251586914"
"163","5.361878395080566","5.361878395080566","5.361878395080566"
"164","5.292435169219971","5.292435169219971","5.292435169219971"
"165","5.286918640136719","5.286918640136719","5.286918640136719"
"166","5.343365669250488","5.343365669250488","5.343365669250488"
"167","5.366025447845459","5.366025447845459","5.366025447845459"
"168","5.366720199584961","5.366720199584961","5.366720199584961"
"169","5.327114582061768","5.327114582061768","5.327114582061768"
"170","5.28647518157959","5.28647518157959","5.28647518157959"
"171","5.3179731369018555","5.3179731369018555","5.3179731369018555"
"172","5.465946197509766","5.465946197509766","5.465946197509766"
"173","5.333548069000244","5.333548069000244","5.333548069000244"
"174","5.233443260192871","5.233443260192871","5.233443260192871"
"175","5.308681011199951","5.308681011199951","5.308681011199951"
"176","5.319833755493164","5.319833755493164","5.319833755493164"
"177","5.293489933013916","5.293489933013916","5.293489933013916"
"178","5.155185222625732","5.155185222625732","5.155185222625732"
"179","5.450229167938232","5.450229167938232","5.450229167938232"
"180","5.3370795249938965","5.3370795249938965","5.3370795249938965"
"181","5.252901554107666","5.252901554107666","5.252901554107666"
"182","5.293554782867432","5.293554782867432","5.293554782867432"
"183","5.284438133239746","5.284438133239746","5.284438133239746"
"184","5.391254901885986","5.391254901885986","5.391254901885986"
"185","5.384139537811279","5.384139537811279","5.384139537811279"
"186","5.178647994995117","5.178647994995117","5.178647994995117"
"187","5.262186050415039","5.262186050415039","5.262186050415039"
"188","5.293569087982178","5.293569087982178","5.293569087982178"
"189","5.244294166564941","5.244294166564941","5.244294166564941"
"190","5.3158087730407715","5.3158087730407715","5.3158087730407715"
"191","5.285123348236084","5.285123348236084","5.285123348236084"
"192","5.278370380401611","5.278370380401611","5.278370380401611"
"193","5.293619632720947","5.293619632720947","5.293619632720947"
"194","5.254379749298096","5.254379749298096","5.254379749298096"
"195","5.332308292388916","5.332308292388916","5.332308292388916"
"196","5.093578338623047","5.093578338623047","5.093578338623047"
"197","5.210279941558838","5.210279941558838","5.210279941558838"
"198","5.193550109863281","5.193550109863281","5.193550109863281"
"199","5.270864009857178","5.270864009857178","5.270864009857178"
"200","5.1994948387146","5.1994948387146","5.1994948387146"
"201","5.196811676025391","5.196811676025391","5.196811676025391"
"202","5.247364521026611","5.247364521026611","5.247364521026611"
"203","5.148289680480957","5.148289680480957","5.148289680480957"
"204","5.125925540924072","5.125925540924072","5.125925540924072"
"205","5.075691223144531","5.075691223144531","5.075691223144531"
"206","5.121466636657715","5.121466636657715","5.121466636657715"
"207","5.0231194496154785","5.0231194496154785","5.0231194496154785"
"208","5.091139793395996","5.091139793395996","5.091139793395996"
"209","5.063318252563477","5.063318252563477","5.063318252563477"
"210","5.0777363777160645","5.0777363777160645","5.0777363777160645"
"211","5.078597068786621","5.078597068786621","5.078597068786621"
"212","5.01881742477417","5.01881742477417","5.01881742477417"
"213","5.110557556152344","5.110557556152344","5.110557556152344"
"214","5.074311256408691","5.074311256408691","5.074311256408691"
"215","5.122391700744629","5.122391700744629","5.122391700744629"
"216","5.1336188316345215","5.1336188316345215","5.1336188316345215"
"217","5.135566711425781","5.135566711425781","5.135566711425781"
"218","5.243130683898926","5.243130683898926","5.243130683898926"
"219","5.3918914794921875","5.3918914794921875","5.3918914794921875"
"220","5.195477485656738","5.195477485656738","5.195477485656738"
"221","5.256895542144775","5.256895542144775","5.256895542144775"
"222","5.293745994567871","5.293745994567871","5.293745994567871"
"223","5.252656936645508","5.252656936645508","5.252656936645508"
"224","5.143092155456543","5.143092155456543","5.143092155456543"
"225","5.204435348510742","5.204435348510742","5.204435348510742"
"226","5.284762859344482","5.284762859344482","5.284762859344482"
"227","5.1953840255737305","5.1953840255737305","5.1953840255737305"
"228","5.078646659851074","5.078646659851074","5.078646659851074"
"229","5.128500938415527","5.128500938415527","5.128500938415527"
"230","5.01680850982666","5.01680850982666","5.01680850982666"
"231","5.257916450500488","5.257916450500488","5.257916450500488"
"232","5.156022548675537","5.156022548675537","5.156022548675537"
"233","5.159893989562988","5.159893989562988","5.159893989562988"
"234","5.073511123657227","5.073511123657227","5.073511123657227"
"235","4.984192371368408","4.984192371368408","4.984192371368408"
"236","5.0422282218933105","5.0422282218933105","5.0422282218933105"
"237","4.985095024108887","4.985095024108887","4.985095024108887"
"238","4.990596771240234","4.990596771240234","4.990596771240234"
"239","4.959216117858887","4.959216117858887","4.959216117858887"
"240","4.980226516723633","4.980226516723633","4.980226516723633"
"241","5.026772499084473","5.026772499084473","5.026772499084473"
"242","4.98646879196167","4.98646879196167","4.98646879196167"
"243","4.959136486053467","4.959136486053467","4.959136486053467"
"244","5.0412068367004395","5.0412068367004395","5.0412068367004395"
"245","4.966844081878662","4.966844081878662","4.966844081878662"
"246","4.940738677978516","4.940738677978516","4.940738677978516"
"247","4.88601016998291","4.88601016998291","4.88601016998291"
"248","5.012969017028809","5.012969017028809","5.012969017028809"
"249","4.941749572753906","4.941749572753906","4.941749572753906"
"250","4.8921027183532715","4.8921027183532715","4.8921027183532715"
"251","4.976679801940918","4.976679801940918","4.976679801940918"
"252","4.946390151977539","4.946390151977539","4.946390151977539"
"253","4.9412455558776855","4.9412455558776855","4.9412455558776855"
"254","4.862940788269043","4.862940788269043","4.862940788269043"
"255","4.957242488861084","4.957242488861084","4.957242488861084"
"256","4.8951497077941895","4.8951497077941895","4.8951497077941895"
"257","4.961392402648926","4.961392402648926","4.961392402648926"
"258","4.892118453979492","4.892118453979492","4.892118453979492"
"259","4.985962867736816","4.985962867736816","4.985962867736816"
"260","5.070735931396484","5.070735931396484","5.070735931396484"
"261","4.887012481689453","4.887012481689453","4.887012481689453"
"262","4.837521553039551","4.837521553039551","4.837521553039551"
"263","4.970639228820801","4.970639228820801","4.970639228820801"
"264","4.922573566436768","4.922573566436768","4.922573566436768"
"265","4.901212215423584","4.901212215423584","4.901212215423584"
"266","4.8878889083862305","4.8878889083862305","4.8878889083862305"
"267","4.898503303527832","4.898503303527832","4.898503303527832"
"268","4.915063858032227","4.915063858032227","4.915063858032227"
"269","4.757275104522705","4.757275104522705","4.757275104522705"
"270","4.894300937652588","4.894300937652588","4.894300937652588"
"271","5.067955493927002","5.067955493927002","5.067955493927002"
"272","4.810156345367432","4.810156345367432","4.810156345367432"
"273","4.8931145668029785","4.8931145668029785","4.8931145668029785"
"274","4.844374179840088","4.844374179840088","4.844374179840088"
"275","4.7784223556518555","4.7784223556518555","4.7784223556518555"
"276","4.833885669708252","4.833885669708252","4.833885669708252"
"277","4.876482963562012","4.876482963562012","4.876482963562012"
"278","4.843320369720459","4.843320369720459","4.843320369720459"
"279","4.815075874328613","4.815075874328613","4.815075874328613"
"280","4.76288366317749","4.76288366317749","4.76288366317749"
"281","4.77613639831543","4.77613639831543","4.77613639831543"
"282","4.737882614135742","4.737882614135742","4.737882614135742"
"283","4.725189208984375","4.725189208984375","4.725189208984375"
"284","4.811318397521973","4.811318397521973","4.811318397521973"
"285","4.726601600646973","4.726601600646973","4.726601600646973"
"286","4.86614465713501","4.86614465713501","4.86614465713501"
"287","4.876710414886475","4.876710414886475","4.876710414886475"
"288","4.751855850219727","4.751855850219727","4.751855850219727"
"289","4.765020847320557","4.765020847320557","4.765020847320557"
"290","4.897311687469482","4.897311687469482","4.897311687469482"
"291","4.694430828094482","4.694430828094482","4.694430828094482"
"292","4.740039825439453","4.740039825439453","4.740039825439453"
"293","4.790274620056152","4.790274620056152","4.790274620056152"
"294","4.798710823059082","4.798710823059082","4.798710823059082"
"295","4.637324333190918","4.637324333190918","4.637324333190918"
"296","4.692437171936035","4.692437171936035","4.692437171936035"
"297","4.716373443603516","4.716373443603516","4.716373443603516"
"298","4.737809181213379","4.737809181213379","4.737809181213379"
"299","4.765722274780273","4.765722274780273","4.765722274780273"
"300","4.765168190002441","4.765168190002441","4.765168190002441"
"301","4.714447975158691","4.714447975158691","4.714447975158691"
"302","4.6947784423828125","4.6947784423828125","4.6947784423828125"
"303","4.634162902832031","4.634162902832031","4.634162902832031"
"304","4.732381820678711","4.732381820678711","4.732381820678711"
"305","4.6642165184021","4.6642165184021","4.6642165184021"
"306","4.624272346496582","4.624272346496582","4.624272346496582"
"307","4.620448589324951","4.620448589324951","4.620448589324951"
"308","4.670662879943848","4.670662879943848","4.670662879943848"
"309","4.691532611846924","4.691532611846924","4.691532611846924"
"310","4.676348686218262","4.676348686218262","4.676348686218262"
"311","4.669219970703125","4.669219970703125","4.669219970703125"
"312","4.605147838592529","4.605147838592529","4.605147838592529"
"313","4.68538761138916","4.68538761138916","4.68538761138916"
"314","4.680350303649902","4.680350303649902","4.680350303649902"
"315","4.617015838623047","4.617015838623047","4.617015838623047"
"316","4.658037185668945","4.658037185668945","4.658037185668945"
"317","4.649328231811523","4.649328231811523","4.649328231811523"
"318","4.651468753814697","4.651468753814697","4.651468753814697"
"319","4.663083553314209","4.663083553314209","4.663083553314209"
"320","4.692575931549072","4.692575931549072","4.692575931549072"
"321","4.677046298980713","4.677046298980713","4.677046298980713"
"322","4.604612827301025","4.604612827301025","4.604612827301025"
"323","4.597465991973877","4.597465991973877","4.597465991973877"
"324","4.597254276275635","4.597254276275635","4.597254276275635"
"325","4.615486145019531","4.615486145019531","4.615486145019531"
"326","4.519881725311279","4.519881725311279","4.519881725311279"
"327","4.605523109436035","4.605523109436035","4.605523109436035"
"328","4.557621955871582","4.557621955871582","4.557621955871582"
"329","4.663341522216797","4.663341522216797","4.663341522216797"
"330","4.6384382247924805","4.6384382247924805","4.6384382247924805"
"331","4.625611305236816","4.625611305236816","4.625611305236816"
"332","4.5822978019714355","4.5822978019714355","4.5822978019714355"
"333","4.520841121673584","4.520841121673584","4.520841121673584"
"334","4.597978591918945","4.597978591918945","4.597978591918945"
"335","4.6577348709106445","4.6577348709106445","4.6577348709106445"
"336","4.54062557220459","4.54062557220459","4.54062557220459"
"337","4.520995140075684","4.520995140075684","4.520995140075684"
"338","4.574720859527588","4.574720859527588","4.574720859527588"
"339","4.508094787597656","4.508094787597656","4.508094787597656"
"340","4.557886600494385","4.557886600494385","4.557886600494385"
"341","4.509829521179199","4.509829521179199","4.509829521179199"
"342","4.609618663787842","4.609618663787842","4.609618663787842"
"343","4.576425552368164","4.576425552368164","4.576425552368164"
"344","4.49652099609375","4.49652099609375","4.49652099609375"
"345","4.603407382965088","4.603407382965088","4.603407382965088"
"346","4.510014533996582","4.510014533996582","4.510014533996582"
"347","4.4185919761657715","4.4185919761657715","4.4185919761657715"
"348","4.604337215423584","4.604337215423584","4.604337215423584"
"349","4.51881217956543","4.51881217956543","4.51881217956543"
"350","4.5058207511901855","4.5058207511901855","4.5058207511901855"
"351","4.508352756500244","4.508352756500244","4.508352756500244"
"352","4.601723670959473","4.601723670959473","4.601723670959473"
"353","4.512828350067139","4.512828350067139","4.512828350067139"
"354","4.426059246063232","4.426059246063232","4.426059246063232"
"355","4.494805812835693","4.494805812835693","4.494805812835693"
"356","4.568079948425293","4.568079948425293","4.568079948425293"
"357","4.529343605041504","4.529343605041504","4.529343605041504"
"358","4.509446620941162","4.509446620941162","4.509446620941162"
"359","4.461947917938232","4.461947917938232","4.461947917938232"
"360","4.450532913208008","4.450532913208008","4.450532913208008"
"361","4.376866340637207","4.376866340637207","4.376866340637207"
"362","4.509818077087402","4.509818077087402","4.509818077087402"
"363","4.394725799560547","4.394725799560547","4.394725799560547"
"364","4.351232528686523","4.351232528686523","4.351232528686523"
"365","4.50897741317749","4.50897741317749","4.50897741317749"
"366","4.4621710777282715","4.4621710777282715","4.4621710777282715"
"367","4.4101972579956055","4.4101972579956055","4.4101972579956055"
"368","4.4197211265563965","4.4197211265563965","4.4197211265563965"
"369","4.350019454956055","4.350019454956055","4.350019454956055"
"370","4.449871063232422","4.449871063232422","4.449871063232422"
"371","4.36213493347168","4.36213493347168","4.36213493347168"
"372","4.388219356536865","4.388219356536865","4.388219356536865"
"373","4.513742446899414","4.513742446899414","4.513742446899414"
"374","4.490805625915527","4.490805625915527","4.490805625915527"
"375","4.552087783813477","4.552087783813477","4.552087783813477"
"376","4.504103183746338","4.504103183746338","4.504103183746338"
"377","4.415536403656006","4.415536403656006","4.415536403656006"
"378","4.447331428527832","4.447331428527832","4.447331428527832"
"379","4.456256866455078","4.456256866455078","4.456256866455078"
"380","4.505901336669922","4.505901336669922","4.505901336669922"
"381","4.300668239593506","4.300668239593506","4.300668239593506"
"382","4.286177635192871","4.286177635192871","4.286177635192871"
"383","4.382354259490967","4.382354259490967","4.382354259490967"
"384","4.357970714569092","4.357970714569092","4.357970714569092"
"385","4.420402526855469","4.420402526855469","4.420402526855469"
"386","4.428231716156006","4.428231716156006","4.428231716156006"
"387","4.350842475891113","4.350842475891113","4.350842475891113"
"388","4.3925676345825195","4.3925676345825195","4.3925676345825195"
"389","4.4531402587890625","4.4531402587890625","4.4531402587890625"
"390","4.378094673156738","4.378094673156738","4.378094673156738"
"391","4.523482322692871","4.523482322692871","4.523482322692871"
"392","4.4188761711120605","4.4188761711120605","4.4188761711120605"
"393","4.338229179382324","4.338229179382324","4.338229179382324"
"394","4.403345108032227","4.403345108032227","4.403345108032227"
"395","4.318347930908203","4.318347930908203","4.318347930908203"
"396","4.402789115905762","4.402789115905762","4.402789115905762"
"397","4.371067047119141","4.371067047119141","4.371067047119141"
"398","4.358889579772949","4.358889579772949","4.358889579772949"
"399","4.245822906494141","4.245822906494141","4.245822906494141"
"400","4.241849422454834","4.241849422454834","4.241849422454834"
"401","4.313620090484619","4.313620090484619","4.313620090484619"
"402","4.233917236328125","4.233917236328125","4.233917236328125"
"403","4.184604167938232","4.184604167938232","4.184604167938232"
"404","4.356291770935059","4.356291770935059","4.356291770935059"
"405","4.28373384475708","4.28373384475708","4.28373384475708"
"406","4.321061611175537","4.321061611175537","4.321061611175537"
"407","4.305423736572266","4.305423736572266","4.305423736572266"
"408","4.305641174316406","4.305641174316406","4.305641174316406"
"409","4.229277610778809","4.229277610778809","4.229277610778809"
"410","4.351912498474121","4.351912498474121","4.351912498474121"
"411","4.320847034454346","4.320847034454346","4.320847034454346"
"412","4.262120723724365","4.262120723724365","4.262120723724365"
"413","4.134329795837402","4.134329795837402","4.134329795837402"
"414","4.2697577476501465","4.2697577476501465","4.2697577476501465"
"415","4.2152228355407715","4.2152228355407715","4.2152228355407715"
"416","4.16060209274292","4.16060209274292","4.16060209274292"
"417","4.3247599601745605","4.3247599601745605","4.3247599601745605"
"418","4.288036823272705","4.288036823272705","4.288036823272705"
"419","4.215116024017334","4.215116024017334","4.215116024017334"
"420","4.266421794891357","4.266421794891357","4.266421794891357"
"421","4.27598237991333","4.27598237991333","4.27598237991333"
"422","4.095743179321289","4.095743179321289","4.095743179321289"
"423","4.226443290710449","4.226443290710449","4.226443290710449"
"424","4.3421478271484375","4.3421478271484375","4.3421478271484375"
"425","4.142156600952148","4.142156600952148","4.142156600952148"
"426","4.25972318649292","4.25972318649292","4.25972318649292"
"427","4.159666061401367","4.159666061401367","4.159666061401367"
"428","4.178637504577637","4.178637504577637","4.178637504577637"
"429","4.131659030914307","4.131659030914307","4.131659030914307"
"430","4.143237113952637","4.143237113952637","4.143237113952637"
"431","4.161370277404785","4.161370277404785","4.161370277404785"
"432","4.165051460266113","4.165051460266113","4.165051460266113"
"433","4.132617473602295","4.132617473602295","4.132617473602295"
"434","4.2102532386779785","4.2102532386779785","4.2102532386779785"
"435","4.193222999572754","4.193222999572754","4.193222999572754"
"436","4.117720127105713","4.117720127105713","4.117720127105713"
"437","4.090200424194336","4.090200424194336","4.090200424194336"
"438","4.232726573944092","4.232726573944092","4.232726573944092"
"439","4.119702339172363","4.119702339172363","4.119702339172363"
"440","4.179172039031982","4.179172039031982","4.179172039031982"
"441","4.110274314880371","4.110274314880371","4.110274314880371"
"442","4.23254919052124","4.23254919052124","4.23254919052124"
"443","4.262372016906738","4.262372016906738","4.262372016906738"
"444","4.177535057067871","4.177535057067871","4.177535057067871"
"445","4.119287967681885","4.119287967681885","4.119287967681885"
"446","4.184776782989502","4.184776782989502","4.184776782989502"
"447","4.138921737670898","4.138921737670898","4.138921737670898"
"448","4.111826419830322","4.111826419830322","4.111826419830322"
"449","4.219795227050781","4.219795227050781","4.219795227050781"
"450","4.245296001434326","4.245296001434326","4.245296001434326"
"451","4.002134323120117","4.002134323120117","4.002134323120117"
"452","4.0492682456970215","4.0492682456970215","4.0492682456970215"
"453","4.058215618133545","4.058215618133545","4.058215618133545"
"454","4.175497055053711","4.175497055053711","4.175497055053711"
"455","4.05070686340332","4.05070686340332","4.05070686340332"
"456","4.11711311340332","4.11711311340332","4.11711311340332"
"457","4.130979537963867","4.130979537963867","4.130979537963867"
"458","4.118212699890137","4.118212699890137","4.118212699890137"
"459","4.052170276641846","4.052170276641846","4.052170276641846"
"460","4.141297817230225","4.141297817230225","4.141297817230225"
"461","4.137293815612793","4.137293815612793","4.137293815612793"
"462","4.068918704986572","4.068918704986572","4.068918704986572"
"463","4.068750858306885","4.068750858306885","4.068750858306885"
"464","4.200715065002441","4.200715065002441","4.200715065002441"
"465","4.112759590148926","4.112759590148926","4.112759590148926"
"466","4.0476226806640625","4.0476226806640625","4.0476226806640625"
"467","3.9599552154541016","3.9599552154541016","3.9599552154541016"
"468","3.9994113445281982","3.9994113445281982","3.9994113445281982"
"469","4.003475189208984","4.003475189208984","4.003475189208984"
"470","4.170490264892578","4.170490264892578","4.170490264892578"
"471","4.05782413482666","4.05782413482666","4.05782413482666"
"472","4.169761657714844","4.169761657714844","4.169761657714844"
"473","4.1086907386779785","4.1086907386779785","4.1086907386779785"
"474","4.045531272888184","4.045531272888184","4.045531272888184"
"475","4.037630558013916","4.037630558013916","4.037630558013916"
"476","4.0763468742370605","4.0763468742370605","4.0763468742370605"
"477","3.995556354522705","3.995556354522705","3.995556354522705"
"478","3.9558982849121094","3.9558982849121094","3.9558982849121094"
"479","4.032497406005859","4.032497406005859","4.032497406005859"
"480","4.024505615234375","4.024505615234375","4.024505615234375"
"481","3.9652597904205322","3.9652597904205322","3.9652597904205322"
"482","4.06627893447876","4.06627893447876","4.06627893447876"
"483","4.032992839813232","4.032992839813232","4.032992839813232"
"484","4.1614508628845215","4.1614508628845215","4.1614508628845215"
"485","3.992464065551758","3.992464065551758","3.992464065551758"
"486","4.032029151916504","4.032029151916504","4.032029151916504"
"487","3.9827358722686768","3.9827358722686768","3.9827358722686768"
"488","4.052788257598877","4.052788257598877","4.052788257598877"
