"Step","hkn0405.localdomain-0 - train/learning_rate","hkn0405.localdomain-0 - train/learning_rate__MIN","hkn0405.localdomain-0 - train/learning_rate__MAX"
"78","0.00005961024073366451","0.00005961024073366451","0.00005961024073366451"
"79","0.00006037447458922431","0.00006037447458922431","0.00006037447458922431"
"80","0.0000611387084447841","0.0000611387084447841","0.0000611387084447841"
"81","0.0000619029423003439","0.0000619029423003439","0.0000619029423003439"
"82","0.00006266717615590371","0.00006266717615590371","0.00006266717615590371"
"83","0.00006343141001146351","0.00006343141001146351","0.00006343141001146351"
"84","0.00006419564386702331","0.00006419564386702331","0.00006419564386702331"
"85","0.00006495987772258312","0.00006495987772258312","0.00006495987772258312"
"86","0.00006572411157814292","0.00006572411157814292","0.00006572411157814292"
"87","0.00006648834543370272","0.00006648834543370272","0.00006648834543370272"
"88","0.00006725257928926253","0.00006725257928926253","0.00006725257928926253"
"89","0.00006801681314482232","0.00006801681314482232","0.00006801681314482232"
"90","0.00006878104700038213","0.00006878104700038213","0.00006878104700038213"
"91","0.00006954528085594192","0.00006954528085594192","0.00006954528085594192"
"92","0.00007030951471150173","0.00007030951471150173","0.00007030951471150173"
"93","0.00007107374856706153","0.00007107374856706153","0.00007107374856706153"
"94","0.00007183798242262133","0.00007183798242262133","0.00007183798242262133"
"95","0.00007260221627818112","0.00007260221627818112","0.00007260221627818112"
"96","0.00007336645013374094","0.00007336645013374094","0.00007336645013374094"
"97","0.00007413068398930073","0.00007413068398930073","0.00007413068398930073"
"98","0.00007489491784486053","0.00007489491784486053","0.00007489491784486053"
"99","0.00007565915170042033","0.00007565915170042033","0.00007565915170042033"
"100","0.00007642338555598014","0.00007642338555598014","0.00007642338555598014"
"101","0.00007718761941153994","0.00007718761941153994","0.00007718761941153994"
"102","0.00007795185326709974","0.00007795185326709974","0.00007795185326709974"
"103","0.00007871608712265953","0.00007871608712265953","0.00007871608712265953"
"104","0.00007948032097821935","0.00007948032097821935","0.00007948032097821935"
"105","0.00008024455483377914","0.00008024455483377914","0.00008024455483377914"
"106","0.00008100878868933894","0.00008100878868933894","0.00008100878868933894"
"107","0.00008177302254489875","0.00008177302254489875","0.00008177302254489875"
"108","0.00008253725640045855","0.00008253725640045855","0.00008253725640045855"
"109","0.00008330149025601834","0.00008330149025601834","0.00008330149025601834"
"110","0.00008406572411157816","0.00008406572411157816","0.00008406572411157816"
"111","0.00008482995796713795","0.00008482995796713795","0.00008482995796713795"
"112","0.00008559419182269775","0.00008559419182269775","0.00008559419182269775"
"113","0.00008635842567825756","0.00008635842567825756","0.00008635842567825756"
"114","0.00008712265953381735","0.00008712265953381735","0.00008712265953381735"
"115","0.00008788689338937716","0.00008788689338937716","0.00008788689338937716"
"116","0.00008865112724493696","0.00008865112724493696","0.00008865112724493696"
"117","0.00008941536110049676","0.00008941536110049676","0.00008941536110049676"
"118","0.00009017959495605655","0.00009017959495605655","0.00009017959495605655"
"119","0.00009094382881161637","0.00009094382881161637","0.00009094382881161637"
"120","0.00009170806266717616","0.00009170806266717616","0.00009170806266717616"
"121","0.00009247229652273598","0.00009247229652273598","0.00009247229652273598"
"122","0.00009323653037829577","0.00009323653037829577","0.00009323653037829577"
"123","0.00009400076423385557","0.00009400076423385557","0.00009400076423385557"
"124","0.00009476499808941537","0.00009476499808941537","0.00009476499808941537"
"125","0.00009552923194497518","0.00009552923194497518","0.00009552923194497518"
"126","0.00009629346580053496","0.00009629346580053496","0.00009629346580053496"
"127","0.00009705769965609478","0.00009705769965609478","0.00009705769965609478"
"128","0.00009782193351165457","0.00009782193351165457","0.00009782193351165457"
"129","0.00009858616736721437","0.00009858616736721437","0.00009858616736721437"
"130","0.00009935040122277418","0.00009935040122277418","0.00009935040122277418"
"131","0.00010011463507833398","0.00010011463507833398","0.00010011463507833398"
"132","0.00010087886893389377","0.00010087886893389377","0.00010087886893389377"
"133","0.00010164310278945359","0.00010164310278945359","0.00010164310278945359"
"134","0.00010240733664501338","0.00010240733664501338","0.00010240733664501338"
"135","0.00010317157050057318","0.00010317157050057318","0.00010317157050057318"
"136","0.00010393580435613298","0.00010393580435613298","0.00010393580435613298"
"137","0.00010470003821169279","0.00010470003821169279","0.00010470003821169279"
"138","0.00010546427206725259","0.00010546427206725259","0.00010546427206725259"
"139","0.00010622850592281239","0.00010622850592281239","0.00010622850592281239"
"140","0.0001069927397783722","0.0001069927397783722","0.0001069927397783722"
"141","0.000107756973633932","0.000107756973633932","0.000107756973633932"
"142","0.0001085212074894918","0.0001085212074894918","0.0001085212074894918"
"143","0.00010928544134505159","0.00010928544134505159","0.00010928544134505159"
"144","0.00011004967520061141","0.00011004967520061141","0.00011004967520061141"
"145","0.0001108139090561712","0.0001108139090561712","0.0001108139090561712"
"146","0.000111578142911731","0.000111578142911731","0.000111578142911731"
"147","0.0001123423767672908","0.0001123423767672908","0.0001123423767672908"
"148","0.00011310661062285061","0.00011310661062285061","0.00011310661062285061"
"149","0.0001138708444784104","0.0001138708444784104","0.0001138708444784104"
"150","0.00011463507833397021","0.00011463507833397021","0.00011463507833397021"
"151","0.00011539931218953","0.00011539931218953","0.00011539931218953"
"152","0.0001161635460450898","0.0001161635460450898","0.0001161635460450898"
"153","0.00011692777990064961","0.00011692777990064961","0.00011692777990064961"
"154","0.00011769201375620941","0.00011769201375620941","0.00011769201375620941"
"155","0.0001184562476117692","0.0001184562476117692","0.0001184562476117692"
"156","0.00011922048146732902","0.00011922048146732902","0.00011922048146732902"
"157","0.00011998471532288882","0.00011998471532288882","0.00011998471532288882"
"158","0.00012074894917844862","0.00012074894917844862","0.00012074894917844862"
"159","0.00012151318303400841","0.00012151318303400841","0.00012151318303400841"
"160","0.0001222774168895682","0.0001222774168895682","0.0001222774168895682"
"161","0.000123041650745128","0.000123041650745128","0.000123041650745128"
"162","0.0001238058846006878","0.0001238058846006878","0.0001238058846006878"
"163","0.00012457011845624764","0.00012457011845624764","0.00012457011845624764"
"164","0.00012533435231180742","0.00012533435231180742","0.00012533435231180742"
"165","0.00012609858616736722","0.00012609858616736722","0.00012609858616736722"
"166","0.00012686282002292702","0.00012686282002292702","0.00012686282002292702"
"167","0.00012762705387848683","0.00012762705387848683","0.00012762705387848683"
"168","0.00012839128773404663","0.00012839128773404663","0.00012839128773404663"
"169","0.00012915552158960643","0.00012915552158960643","0.00012915552158960643"
"170","0.00012991975544516624","0.00012991975544516624","0.00012991975544516624"
"171","0.00013068398930072604","0.00013068398930072604","0.00013068398930072604"
"172","0.00013144822315628584","0.00013144822315628584","0.00013144822315628584"
"173","0.00013221245701184562","0.00013221245701184562","0.00013221245701184562"
"174","0.00013297669086740545","0.00013297669086740545","0.00013297669086740545"
"175","0.00013374092472296525","0.00013374092472296525","0.00013374092472296525"
"176","0.00013450515857852505","0.00013450515857852505","0.00013450515857852505"
"177","0.00013526939243408483","0.00013526939243408483","0.00013526939243408483"
"178","0.00013603362628964463","0.00013603362628964463","0.00013603362628964463"
"179","0.00013679786014520444","0.00013679786014520444","0.00013679786014520444"
"180","0.00013756209400076427","0.00013756209400076427","0.00013756209400076427"
"181","0.00013832632785632404","0.00013832632785632404","0.00013832632785632404"
"182","0.00013909056171188385","0.00013909056171188385","0.00013909056171188385"
"183","0.00013985479556744365","0.00013985479556744365","0.00013985479556744365"
"184","0.00014061902942300345","0.00014061902942300345","0.00014061902942300345"
"185","0.00014138326327856326","0.00014138326327856326","0.00014138326327856326"
"186","0.00014214749713412306","0.00014214749713412306","0.00014214749713412306"
"187","0.00014291173098968286","0.00014291173098968286","0.00014291173098968286"
"188","0.00014367596484524266","0.00014367596484524266","0.00014367596484524266"
"189","0.00014444019870080244","0.00014444019870080244","0.00014444019870080244"
"190","0.00014520443255636224","0.00014520443255636224","0.00014520443255636224"
"191","0.00014596866641192207","0.00014596866641192207","0.00014596866641192207"
"192","0.00014673290026748188","0.00014673290026748188","0.00014673290026748188"
"193","0.00014749713412304165","0.00014749713412304165","0.00014749713412304165"
"194","0.00014826136797860146","0.00014826136797860146","0.00014826136797860146"
"195","0.00014902560183416126","0.00014902560183416126","0.00014902560183416126"
"196","0.00014978983568972106","0.00014978983568972106","0.00014978983568972106"
"197","0.0001505540695452809","0.0001505540695452809","0.0001505540695452809"
"198","0.00015131830340084067","0.00015131830340084067","0.00015131830340084067"
"199","0.00015208253725640047","0.00015208253725640047","0.00015208253725640047"
"200","0.00015284677111196028","0.00015284677111196028","0.00015284677111196028"
"201","0.00015361100496752008","0.00015361100496752008","0.00015361100496752008"
"202","0.00015437523882307988","0.00015437523882307988","0.00015437523882307988"
"203","0.00015513947267863968","0.00015513947267863968","0.00015513947267863968"
"204","0.0001559037065341995","0.0001559037065341995","0.0001559037065341995"
"205","0.0001566679403897593","0.0001566679403897593","0.0001566679403897593"
"206","0.00015743217424531907","0.00015743217424531907","0.00015743217424531907"
"207","0.00015819640810087887","0.00015819640810087887","0.00015819640810087887"
"208","0.0001589606419564387","0.0001589606419564387","0.0001589606419564387"
"209","0.0001597248758119985","0.0001597248758119985","0.0001597248758119985"
"210","0.00016048910966755828","0.00016048910966755828","0.00016048910966755828"
"211","0.00016125334352311808","0.00016125334352311808","0.00016125334352311808"
"212","0.00016201757737867789","0.00016201757737867789","0.00016201757737867789"
"213","0.0001627818112342377","0.0001627818112342377","0.0001627818112342377"
"214","0.0001635460450897975","0.0001635460450897975","0.0001635460450897975"
"215","0.0001643102789453573","0.0001643102789453573","0.0001643102789453573"
"216","0.0001650745128009171","0.0001650745128009171","0.0001650745128009171"
"217","0.0001658387466564769","0.0001658387466564769","0.0001658387466564769"
"218","0.00016660298051203668","0.00016660298051203668","0.00016660298051203668"
"219","0.00016736721436759648","0.00016736721436759648","0.00016736721436759648"
"220","0.0001681314482231563","0.0001681314482231563","0.0001681314482231563"
"221","0.00016889568207871611","0.00016889568207871611","0.00016889568207871611"
"222","0.0001696599159342759","0.0001696599159342759","0.0001696599159342759"
"223","0.0001704241497898357","0.0001704241497898357","0.0001704241497898357"
"224","0.0001711883836453955","0.0001711883836453955","0.0001711883836453955"
"225","0.00017195261750095533","0.00017195261750095533","0.00017195261750095533"
"226","0.00017271685135651513","0.00017271685135651513","0.00017271685135651513"
"227","0.0001734810852120749","0.0001734810852120749","0.0001734810852120749"
"228","0.0001742453190676347","0.0001742453190676347","0.0001742453190676347"
"229","0.0001750095529231945","0.0001750095529231945","0.0001750095529231945"
"230","0.00017577378677875432","0.00017577378677875432","0.00017577378677875432"
"231","0.00017653802063431412","0.00017653802063431412","0.00017653802063431412"
"232","0.00017730225448987392","0.00017730225448987392","0.00017730225448987392"
"233","0.00017806648834543372","0.00017806648834543372","0.00017806648834543372"
"234","0.00017883072220099353","0.00017883072220099353","0.00017883072220099353"
"235","0.0001795949560565533","0.0001795949560565533","0.0001795949560565533"
"236","0.0001803591899121131","0.0001803591899121131","0.0001803591899121131"
"237","0.00018112342376767294","0.00018112342376767294","0.00018112342376767294"
"238","0.00018188765762323274","0.00018188765762323274","0.00018188765762323274"
"239","0.00018265189147879252","0.00018265189147879252","0.00018265189147879252"
"240","0.00018341612533435232","0.00018341612533435232","0.00018341612533435232"
"241","0.00018418035918991212","0.00018418035918991212","0.00018418035918991212"
"242","0.00018494459304547195","0.00018494459304547195","0.00018494459304547195"
"243","0.00018570882690103173","0.00018570882690103173","0.00018570882690103173"
"244","0.00018647306075659153","0.00018647306075659153","0.00018647306075659153"
"245","0.00018723729461215134","0.00018723729461215134","0.00018723729461215134"
"246","0.00018800152846771114","0.00018800152846771114","0.00018800152846771114"
"247","0.00018876576232327091","0.00018876576232327091","0.00018876576232327091"
"248","0.00018952999617883074","0.00018952999617883074","0.00018952999617883074"
"249","0.00019029423003439055","0.00019029423003439055","0.00019029423003439055"
"250","0.00019105846388995035","0.00019105846388995035","0.00019105846388995035"
"251","0.00019182269774551015","0.00019182269774551015","0.00019182269774551015"
"252","0.00019258693160106993","0.00019258693160106993","0.00019258693160106993"
"253","0.00019335116545662973","0.00019335116545662973","0.00019335116545662973"
"254","0.00019411539931218956","0.00019411539931218956","0.00019411539931218956"
"255","0.00019487963316774937","0.00019487963316774937","0.00019487963316774937"
"256","0.00019564386702330914","0.00019564386702330914","0.00019564386702330914"
"257","0.00019640810087886895","0.00019640810087886895","0.00019640810087886895"
"258","0.00019717233473442875","0.00019717233473442875","0.00019717233473442875"
"259","0.00019793656858998858","0.00019793656858998858","0.00019793656858998858"
"260","0.00019870080244554836","0.00019870080244554836","0.00019870080244554836"
"261","0.00019946503630110816","0.00019946503630110816","0.00019946503630110816"
"262","0.00019999999993515076","0.00019999999993515076","0.00019999999993515076"
"263","0.0001999999987822756","0.0001999999987822756","0.0001999999987822756"
"264","0.00019999999618830648","0.00019999999618830648","0.00019999999618830648"
"265","0.00019999999215324348","0.00019999999215324348","0.00019999999215324348"
"266","0.00019999998667708657","0.00019999998667708657","0.00019999998667708657"
"267","0.00019999997975983592","0.00019999997975983592","0.00019999997975983592"
"268","0.0001999999714014916","0.0001999999714014916","0.0001999999714014916"
"269","0.00019999996160205373","0.00019999996160205373","0.00019999996160205373"
"270","0.0001999999503615224","0.0001999999503615224","0.0001999999503615224"
"271","0.00019999993767989786","0.00019999993767989786","0.00019999993767989786"
"272","0.00019999992355718024","0.00019999992355718024","0.00019999992355718024"
"273","0.00019999990799336978","0.00019999990799336978","0.00019999990799336978"
"274","0.00019999989098846665","0.00019999989098846665","0.00019999989098846665"
"275","0.00019999987254247116","0.00019999987254247116","0.00019999987254247116"
"276","0.0001999998526553835","0.0001999998526553835","0.0001999998526553835"
"277","0.00019999983132720404","0.00019999983132720404","0.00019999983132720404"
"278","0.000199999808557933","0.000199999808557933","0.000199999808557933"
"279","0.0001999997843475708","0.0001999997843475708","0.0001999997843475708"
"280","0.00019999975869611772","0.00019999975869611772","0.00019999975869611772"
"281","0.00019999973160357416","0.00019999973160357416","0.00019999973160357416"
"282","0.0001999997030699405","0.0001999997030699405","0.0001999997030699405"
"283","0.00019999967309521712","0.00019999967309521712","0.00019999967309521712"
"284","0.00019999964167940454","0.00019999964167940454","0.00019999964167940454"
"285","0.00019999960882250312","0.00019999960882250312","0.00019999960882250312"
"286","0.00019999957452451338","0.00019999957452451338","0.00019999957452451338"
"287","0.00019999953878543583","0.00019999953878543583","0.00019999953878543583"
"288","0.00019999950160527093","0.00019999950160527093","0.00019999950160527093"
"289","0.00019999946298401925","0.00019999946298401925","0.00019999946298401925"
"290","0.00019999942292168134","0.00019999942292168134","0.00019999942292168134"
"291","0.0001999993814182578","0.0001999993814182578","0.0001999993814182578"
"292","0.0001999993384737492","0.0001999993384737492","0.0001999993384737492"
"293","0.0001999992940881562","0.0001999992940881562","0.0001999992940881562"
"294","0.00019999924826147932","0.00019999924826147932","0.00019999924826147932"
"295","0.0001999992009937194","0.0001999992009937194","0.0001999992009937194"
"296","0.00019999915228487698","0.00019999915228487698","0.00019999915228487698"
"297","0.0001999991021349528","0.0001999991021349528","0.0001999991021349528"
"298","0.00019999905054394766","0.00019999905054394766","0.00019999905054394766"
"299","0.00019999899751186218","0.00019999899751186218","0.00019999899751186218"
"300","0.00019999894303869719","0.00019999894303869719","0.00019999894303869719"
"301","0.00019999888712445346","0.00019999888712445346","0.00019999888712445346"
"302","0.00019999882976913183","0.00019999882976913183","0.00019999882976913183"
"303","0.00019999877097273306","0.00019999877097273306","0.00019999877097273306"
"304","0.00019999871073525806","0.00019999871073525806","0.00019999871073525806"
"305","0.0001999986490567077","0.0001999986490567077","0.0001999986490567077"
"306","0.0001999985859370828","0.0001999985859370828","0.0001999985859370828"
"307","0.00019999852137638432","0.00019999852137638432","0.00019999852137638432"
"308","0.0001999984553746132","0.0001999984553746132","0.0001999984553746132"
"309","0.00019999838793177037","0.00019999838793177037","0.00019999838793177037"
"310","0.0001999983190478568","0.0001999983190478568","0.0001999983190478568"
"311","0.0001999982487228735","0.0001999982487228735","0.0001999982487228735"
"312","0.00019999817695682146","0.00019999817695682146","0.00019999817695682146"
"313","0.0001999981037497017","0.0001999981037497017","0.0001999981037497017"
"314","0.00019999802910151534","0.00019999802910151534","0.00019999802910151534"
"315","0.00019999795301226341","0.00019999795301226341","0.00019999795301226341"
"316","0.00019999787548194702","0.00019999787548194702","0.00019999787548194702"
"317","0.00019999779651056726","0.00019999779651056726","0.00019999779651056726"
"318","0.0001999977160981253","0.0001999977160981253","0.0001999977160981253"
"319","0.00019999763424462228","0.00019999763424462228","0.00019999763424462228"
"320","0.0001999975509500594","0.0001999975509500594","0.0001999975509500594"
"321","0.00019999746621443784","0.00019999746621443784","0.00019999746621443784"
"322","0.00019999738003775885","0.00019999738003775885","0.00019999738003775885"
"323","0.0001999972924200236","0.0001999972924200236","0.0001999972924200236"
"324","0.00019999720336123344","0.00019999720336123344","0.00019999720336123344"
"325","0.00019999711286138963","0.00019999711286138963","0.00019999711286138963"
"326","0.00019999702092049344","0.00019999702092049344","0.00019999702092049344"
"327","0.00019999692753854621","0.00019999692753854621","0.00019999692753854621"
"328","0.0001999968327155493","0.0001999968327155493","0.0001999968327155493"
"329","0.00019999673645150408","0.00019999673645150408","0.00019999673645150408"
"330","0.0001999966387464119","0.0001999966387464119","0.0001999966387464119"
"331","0.0001999965396002742","0.0001999965396002742","0.0001999965396002742"
"332","0.00019999643901309243","0.00019999643901309243","0.00019999643901309243"
"333","0.000199996336984868","0.000199996336984868","0.000199996336984868"
"334","0.00019999623351560236","0.00019999623351560236","0.00019999623351560236"
"335","0.00019999612860529707","0.00019999612860529707","0.00019999612860529707"
"336","0.0001999960222539536","0.0001999960222539536","0.0001999960222539536"
"337","0.00019999591446157345","0.00019999591446157345","0.00019999591446157345"
"338","0.00019999580522815825","0.00019999580522815825","0.00019999580522815825"
"339","0.00019999569455370953","0.00019999569455370953","0.00019999569455370953"
"340","0.00019999558243822887","0.00019999558243822887","0.00019999558243822887"
"341","0.00019999546888171792","0.00019999546888171792","0.00019999546888171792"
"342","0.00019999535388417832","0.00019999535388417832","0.00019999535388417832"
"343","0.0001999952374456117","0.0001999952374456117","0.0001999952374456117"
"344","0.00019999511956601972","0.00019999511956601972","0.00019999511956601972"
"345","0.0001999950002454041","0.0001999950002454041","0.0001999950002454041"
"346","0.00019999487948376663","0.00019999487948376663","0.00019999487948376663"
"347","0.00019999475728110894","0.00019999475728110894","0.00019999475728110894"
"348","0.00019999463363743286","0.00019999463363743286","0.00019999463363743286"
"349","0.00019999450855274012","0.00019999450855274012","0.00019999450855274012"
"350","0.00019999438202703256","0.00019999438202703256","0.00019999438202703256"
"351","0.000199994254060312","0.000199994254060312","0.000199994254060312"
"352","0.00019999412465258027","0.00019999412465258027","0.00019999412465258027"
"353","0.00019999399380383928","0.00019999399380383928","0.00019999399380383928"
"354","0.00019999386151409084","0.00019999386151409084","0.00019999386151409084"
"355","0.00019999372778333689","0.00019999372778333689","0.00019999372778333689"
"356","0.00019999359261157936","0.00019999359261157936","0.00019999359261157936"
"357","0.00019999345599882025","0.00019999345599882025","0.00019999345599882025"
"358","0.00019999331794506145","0.00019999331794506145","0.00019999331794506145"
"359","0.000199993178450305","0.000199993178450305","0.000199993178450305"
"360","0.00019999303751455286","0.00019999303751455286","0.00019999303751455286"
"361","0.00019999289513780708","0.00019999289513780708","0.00019999289513780708"
"362","0.00019999275132006976","0.00019999275132006976","0.00019999275132006976"
"363","0.00019999260606134292","0.00019999260606134292","0.00019999260606134292"
"364","0.00019999245936162864","0.00019999245936162864","0.00019999245936162864"
"365","0.00019999231122092912","0.00019999231122092912","0.00019999231122092912"
"366","0.00019999216163924639","0.00019999216163924639","0.00019999216163924639"
"367","0.0001999920106165827","0.0001999920106165827","0.0001999920106165827"
"368","0.00019999185815294012","0.00019999185815294012","0.00019999185815294012"
"369","0.00019999170424832093","0.00019999170424832093","0.00019999170424832093"
"370","0.0001999915489027273","0.0001999915489027273","0.0001999915489027273"
"371","0.00019999139211616154","0.00019999139211616154","0.00019999139211616154"
"372","0.00019999123388862584","0.00019999123388862584","0.00019999123388862584"
"373","0.0001999910742201225","0.0001999910742201225","0.0001999910742201225"
"374","0.00019999091311065384","0.00019999091311065384","0.00019999091311065384"
"375","0.00019999075056022214","0.00019999075056022214","0.00019999075056022214"
"376","0.00019999058656882982","0.00019999058656882982","0.00019999058656882982"
"377","0.0001999904211364791","0.0001999904211364791","0.0001999904211364791"
"378","0.00019999025426317252","0.00019999025426317252","0.00019999025426317252"
"379","0.00019999008594891242","0.00019999008594891242","0.00019999008594891242"
"380","0.0001999899161937012","0.0001999899161937012","0.0001999899161937012"
"381","0.00019998974499754136","0.00019998974499754136","0.00019998974499754136"
"382","0.0001999895723604353","0.0001999895723604353","0.0001999895723604353"
"383","0.0001999893982823856","0.0001999893982823856","0.0001999893982823856"
"384","0.00019998922276339467","0.00019998922276339467","0.00019998922276339467"
"385","0.0001999890458034651","0.0001999890458034651","0.0001999890458034651"
"386","0.0001999888674025994","0.0001999888674025994","0.0001999888674025994"
"387","0.00019998868756080022","0.00019998868756080022","0.00019998868756080022"
"388","0.00019998850627807007","0.00019998850627807007","0.00019998850627807007"
"389","0.00019998832355441157","0.00019998832355441157","0.00019998832355441157"
"390","0.00019998813938982738","0.00019998813938982738","0.00019998813938982738"
"391","0.00019998795378432015","0.00019998795378432015","0.00019998795378432015"
"392","0.00019998776673789257","0.00019998776673789257","0.00019998776673789257"
"393","0.00019998757825054732","0.00019998757825054732","0.00019998757825054732"
"394","0.0001999873883222871","0.0001999873883222871","0.0001999873883222871"
"395","0.00019998719695311465","0.00019998719695311465","0.00019998719695311465"
"396","0.00019998700414303275","0.00019998700414303275","0.00019998700414303275"
"397","0.00019998680989204417","0.00019998680989204417","0.00019998680989204417"
"398","0.0001999866142001517","0.0001999866142001517","0.0001999866142001517"
"399","0.00019998641706735817","0.00019998641706735817","0.00019998641706735817"
"400","0.00019998621849366642","0.00019998621849366642","0.00019998621849366642"
"401","0.0001999860184790793","0.0001999860184790793","0.0001999860184790793"
"402","0.0001999858170235997","0.0001999858170235997","0.0001999858170235997"
"403","0.00019998561412723053","0.00019998561412723053","0.00019998561412723053"
"404","0.0001999854097899747","0.0001999854097899747","0.0001999854097899747"
"405","0.0001999852040118352","0.0001999852040118352","0.0001999852040118352"
"406","0.0001999849967928149","0.0001999849967928149","0.0001999849967928149"
"407","0.00019998478813291687","0.00019998478813291687","0.00019998478813291687"
