"Step","jwb0406.juwels-0 - train/learning_rate","jwb0406.juwels-0 - train/learning_rate__MIN","jwb0406.juwels-0 - train/learning_rate__MAX","jwb0417.juwels-0 - train/learning_rate","jwb0417.juwels-0 - train/learning_rate__MIN","jwb0417.juwels-0 - train/learning_rate__MAX"
"1","","","","0.000001222792858889704","0.000001222792858889704","0.000001222792858889704"
"2","","","","0.000002445585717779408","0.000002445585717779408","0.000002445585717779408"
"3","","","","0.000003668378576669112","0.000003668378576669112","0.000003668378576669112"
"4","","","","0.000004891171435558816","0.000004891171435558816","0.000004891171435558816"
"5","","","","0.00000611396429444852","0.00000611396429444852","0.00000611396429444852"
"6","","","","0.000007336757153338224","0.000007336757153338224","0.000007336757153338224"
"7","","","","0.000008559550012227929","0.000008559550012227929","0.000008559550012227929"
"8","","","","0.000009782342871117632","0.000009782342871117632","0.000009782342871117632"
"9","","","","0.000011005135730007336","0.000011005135730007336","0.000011005135730007336"
"10","","","","0.00001222792858889704","0.00001222792858889704","0.00001222792858889704"
"11","","","","0.000013450721447786743","0.000013450721447786743","0.000013450721447786743"
"12","","","","0.000014673514306676448","0.000014673514306676448","0.000014673514306676448"
"13","","","","0.000015896307165566154","0.000015896307165566154","0.000015896307165566154"
"14","","","","0.000017119100024455857","0.000017119100024455857","0.000017119100024455857"
"15","","","","0.00001834189288334556","0.00001834189288334556","0.00001834189288334556"
"16","","","","0.000019564685742235264","0.000019564685742235264","0.000019564685742235264"
"17","","","","0.000020787478601124968","0.000020787478601124968","0.000020787478601124968"
"18","","","","0.00002201027146001467","0.00002201027146001467","0.00002201027146001467"
"19","","","","0.000023233064318904375","0.000023233064318904375","0.000023233064318904375"
"20","","","","0.00002445585717779408","0.00002445585717779408","0.00002445585717779408"
"21","","","","0.000025678650036683782","0.000025678650036683782","0.000025678650036683782"
"22","","","","0.000026901442895573486","0.000026901442895573486","0.000026901442895573486"
"23","","","","0.00002812423575446319","0.00002812423575446319","0.00002812423575446319"
"24","","","","0.000029347028613352897","0.000029347028613352897","0.000029347028613352897"
"25","","","","0.000030569821472242604","0.000030569821472242604","0.000030569821472242604"
"26","","","","0.00003179261433113231","0.00003179261433113231","0.00003179261433113231"
"27","","","","0.00003301540719002201","0.00003301540719002201","0.00003301540719002201"
"28","","","","0.000034238200048911715","0.000034238200048911715","0.000034238200048911715"
"29","","","","0.00003546099290780142","0.00003546099290780142","0.00003546099290780142"
"30","","","","0.00003668378576669112","0.00003668378576669112","0.00003668378576669112"
"31","","","","0.000037906578625580825","0.000037906578625580825","0.000037906578625580825"
"32","","","","0.00003912937148447053","0.00003912937148447053","0.00003912937148447053"
"33","","","","0.00004035216434336023","0.00004035216434336023","0.00004035216434336023"
"34","","","","0.000041574957202249936","0.000041574957202249936","0.000041574957202249936"
"35","","","","0.00004279775006113964","0.00004279775006113964","0.00004279775006113964"
"36","","","","0.00004402054292002934","0.00004402054292002934","0.00004402054292002934"
"37","","","","0.00004524333577891905","0.00004524333577891905","0.00004524333577891905"
"38","","","","0.00004646612863780875","0.00004646612863780875","0.00004646612863780875"
"39","","","","0.000047688921496698454","0.000047688921496698454","0.000047688921496698454"
"40","","","","0.00004891171435558816","0.00004891171435558816","0.00004891171435558816"
"41","","","","0.00005013450721447786","0.00005013450721447786","0.00005013450721447786"
"42","","","","0.000051357300073367565","0.000051357300073367565","0.000051357300073367565"
"43","","","","0.00005258009293225727","0.00005258009293225727","0.00005258009293225727"
"44","","","","0.00005380288579114697","0.00005380288579114697","0.00005380288579114697"
"45","","","","0.000055025678650036676","0.000055025678650036676","0.000055025678650036676"
"46","","","","0.00005624847150892638","0.00005624847150892638","0.00005624847150892638"
"47","","","","0.00005747126436781608","0.00005747126436781608","0.00005747126436781608"
"48","","","","0.000058694057226705793","0.000058694057226705793","0.000058694057226705793"
"49","","","","0.0000599168500855955","0.0000599168500855955","0.0000599168500855955"
"50","","","","0.00006113964294448521","0.00006113964294448521","0.00006113964294448521"
"51","","","","0.00006236243580337491","0.00006236243580337491","0.00006236243580337491"
"52","","","","0.00006358522866226461","0.00006358522866226461","0.00006358522866226461"
"53","","","","0.0000648080215211543","0.0000648080215211543","0.0000648080215211543"
"54","","","","0.00006603081438004402","0.00006603081438004402","0.00006603081438004402"
"55","","","","0.00006725360723893371","0.00006725360723893371","0.00006725360723893371"
"56","","","","0.00006847640009782343","0.00006847640009782343","0.00006847640009782343"
"57","","","","0.00006969919295671312","0.00006969919295671312","0.00006969919295671312"
"58","","","","0.00007092198581560284","0.00007092198581560284","0.00007092198581560284"
"59","","","","0.00007214477867449253","0.00007214477867449253","0.00007214477867449253"
"60","","","","0.00007336757153338224","0.00007336757153338224","0.00007336757153338224"
"61","","","","0.00007459036439227193","0.00007459036439227193","0.00007459036439227193"
"62","","","","0.00007581315725116165","0.00007581315725116165","0.00007581315725116165"
"63","","","","0.00007703595011005134","0.00007703595011005134","0.00007703595011005134"
"64","","","","0.00007825874296894106","0.00007825874296894106","0.00007825874296894106"
"65","","","","0.00007948153582783076","0.00007948153582783076","0.00007948153582783076"
"66","","","","0.00008070432868672047","0.00008070432868672047","0.00008070432868672047"
"67","","","","0.00008192712154561017","0.00008192712154561017","0.00008192712154561017"
"68","","","","0.00008314991440449987","0.00008314991440449987","0.00008314991440449987"
"69","","","","0.00008437270726338958","0.00008437270726338958","0.00008437270726338958"
"70","","","","0.00008559550012227928","0.00008559550012227928","0.00008559550012227928"
"71","","","","0.00008681829298116898","0.00008681829298116898","0.00008681829298116898"
"72","","","","0.00008804108584005869","0.00008804108584005869","0.00008804108584005869"
"73","","","","0.00008926387869894839","0.00008926387869894839","0.00008926387869894839"
"74","","","","0.0000904866715578381","0.0000904866715578381","0.0000904866715578381"
"75","","","","0.0000917094644167278","0.0000917094644167278","0.0000917094644167278"
"76","","","","0.0000929322572756175","0.0000929322572756175","0.0000929322572756175"
"77","","","","0.0000941550501345072","0.0000941550501345072","0.0000941550501345072"
"78","","","","0.00009537784299339691","0.00009537784299339691","0.00009537784299339691"
"79","","","","0.00009660063585228661","0.00009660063585228661","0.00009660063585228661"
"80","","","","0.00009782342871117632","0.00009782342871117632","0.00009782342871117632"
"81","","","","0.00009904622157006602","0.00009904622157006602","0.00009904622157006602"
"82","","","","0.00010026901442895572","0.00010026901442895572","0.00010026901442895572"
"83","","","","0.00010149180728784543","0.00010149180728784543","0.00010149180728784543"
"84","","","","0.00010271460014673513","0.00010271460014673513","0.00010271460014673513"
"85","","","","0.00010393739300562483","0.00010393739300562483","0.00010393739300562483"
"86","","","","0.00010516018586451454","0.00010516018586451454","0.00010516018586451454"
"87","","","","0.00010638297872340424","0.00010638297872340424","0.00010638297872340424"
"88","","","","0.00010760577158229394","0.00010760577158229394","0.00010760577158229394"
"89","","","","0.00010882856444118365","0.00010882856444118365","0.00010882856444118365"
"90","","","","0.00011005135730007335","0.00011005135730007335","0.00011005135730007335"
"91","","","","0.00011127415015896306","0.00011127415015896306","0.00011127415015896306"
"92","","","","0.00011249694301785276","0.00011249694301785276","0.00011249694301785276"
"93","","","","0.00011371973587674246","0.00011371973587674246","0.00011371973587674246"
"94","","","","0.00011494252873563217","0.00011494252873563217","0.00011494252873563217"
"95","","","","0.00011616532159452187","0.00011616532159452187","0.00011616532159452187"
"96","","","","0.00011738811445341159","0.00011738811445341159","0.00011738811445341159"
"97","","","","0.00011861090731230129","0.00011861090731230129","0.00011861090731230129"
"98","","","","0.000119833700171191","0.000119833700171191","0.000119833700171191"
"99","","","","0.0001210564930300807","0.0001210564930300807","0.0001210564930300807"
"100","","","","0.00012227928588897041","0.00012227928588897041","0.00012227928588897041"
"101","","","","0.0001235020787478601","0.0001235020787478601","0.0001235020787478601"
"102","","","","0.00012472487160674982","0.00012472487160674982","0.00012472487160674982"
"103","","","","0.0001259476644656395","0.0001259476644656395","0.0001259476644656395"
"104","","","","0.00012717045732452923","0.00012717045732452923","0.00012717045732452923"
"105","","","","0.00012839325018341893","0.00012839325018341893","0.00012839325018341893"
"106","","","","0.0001296160430423086","0.0001296160430423086","0.0001296160430423086"
"107","","","","0.0001308388359011983","0.0001308388359011983","0.0001308388359011983"
"108","","","","0.00013206162876008804","0.00013206162876008804","0.00013206162876008804"
"109","","","","0.00013328442161897775","0.00013328442161897775","0.00013328442161897775"
"110","","","","0.00013450721447786742","0.00013450721447786742","0.00013450721447786742"
"111","","","","0.00013573000733675713","0.00013573000733675713","0.00013573000733675713"
"112","","","","0.00013695280019564686","0.00013695280019564686","0.00013695280019564686"
"113","","","","0.00013817559305453656","0.00013817559305453656","0.00013817559305453656"
"114","","","","0.00013939838591342624","0.00013939838591342624","0.00013939838591342624"
"115","","","","0.00014062117877231594","0.00014062117877231594","0.00014062117877231594"
"116","","","","0.00014184397163120567","0.00014184397163120567","0.00014184397163120567"
"117","","","","0.00014306676449009538","0.00014306676449009538","0.00014306676449009538"
"118","","","","0.00014428955734898505","0.00014428955734898505","0.00014428955734898505"
"119","","","","0.00014551235020787476","0.00014551235020787476","0.00014551235020787476"
"120","","","","0.0001467351430667645","0.0001467351430667645","0.0001467351430667645"
"121","","","","0.0001479579359256542","0.0001479579359256542","0.0001479579359256542"
"122","","","","0.00014918072878454387","0.00014918072878454387","0.00014918072878454387"
"123","","","","0.00015040352164343357","0.00015040352164343357","0.00015040352164343357"
"124","","","","0.0001516263145023233","0.0001516263145023233","0.0001516263145023233"
"125","","","","0.000152849107361213","0.000152849107361213","0.000152849107361213"
"126","","","","0.00015407190022010268","0.00015407190022010268","0.00015407190022010268"
"127","","","","0.00015529469307899239","0.00015529469307899239","0.00015529469307899239"
"128","","","","0.00015651748593788212","0.00015651748593788212","0.00015651748593788212"
"129","","","","0.00015774027879677182","0.00015774027879677182","0.00015774027879677182"
"130","","","","0.00015896307165566152","0.00015896307165566152","0.00015896307165566152"
"131","","","","0.0001601858645145512","0.0001601858645145512","0.0001601858645145512"
"132","","","","0.00016140865737344093","0.00016140865737344093","0.00016140865737344093"
"133","","","","0.00016263145023233063","0.00016263145023233063","0.00016263145023233063"
"134","","","","0.00016385424309122034","0.00016385424309122034","0.00016385424309122034"
"135","","","","0.00016507703595011001","0.00016507703595011001","0.00016507703595011001"
"136","","","","0.00016629982880899974","0.00016629982880899974","0.00016629982880899974"
"137","","","","0.00016752262166788945","0.00016752262166788945","0.00016752262166788945"
"138","","","","0.00016874541452677915","0.00016874541452677915","0.00016874541452677915"
"139","","","","0.00016996820738566883","0.00016996820738566883","0.00016996820738566883"
"140","","","","0.00017119100024455856","0.00017119100024455856","0.00017119100024455856"
"141","","","","0.00017241379310344826","0.00017241379310344826","0.00017241379310344826"
"142","","","","0.00017363658596233797","0.00017363658596233797","0.00017363658596233797"
"143","","","","0.00017485937882122764","0.00017485937882122764","0.00017485937882122764"
"144","","","","0.00017608217168011737","0.00017608217168011737","0.00017608217168011737"
"145","","","","0.00017730496453900708","0.00017730496453900708","0.00017730496453900708"
"146","","","","0.00017852775739789678","0.00017852775739789678","0.00017852775739789678"
"147","","","","0.00017975055025678648","0.00017975055025678648","0.00017975055025678648"
"148","","","","0.0001809733431156762","0.0001809733431156762","0.0001809733431156762"
"149","","","","0.0001821961359745659","0.0001821961359745659","0.0001821961359745659"
"150","","","","0.0001834189288334556","0.0001834189288334556","0.0001834189288334556"
"151","","","","0.0001846417216923453","0.0001846417216923453","0.0001846417216923453"
"152","","","","0.000185864514551235","0.000185864514551235","0.000185864514551235"
"153","","","","0.0001870873074101247","0.0001870873074101247","0.0001870873074101247"
"154","","","","0.0001883101002690144","0.0001883101002690144","0.0001883101002690144"
"155","","","","0.0001895328931279041","0.0001895328931279041","0.0001895328931279041"
"156","","","","0.00019075568598679382","0.00019075568598679382","0.00019075568598679382"
"157","","","","0.00019197847884568352","0.00019197847884568352","0.00019197847884568352"
"158","","","","0.00019320127170457322","0.00019320127170457322","0.00019320127170457322"
"159","","","","0.00019442406456346293","0.00019442406456346293","0.00019442406456346293"
"160","","","","0.00019564685742235263","0.00019564685742235263","0.00019564685742235263"
"161","","","","0.00019686965028124233","0.00019686965028124233","0.00019686965028124233"
"162","","","","0.00019809244314013204","0.00019809244314013204","0.00019809244314013204"
"163","","","","0.00019931523599902177","0.00019931523599902177","0.00019931523599902177"
"164","","","","0.00020053802885791145","0.00020053802885791145","0.00020053802885791145"
"165","","","","0.00020176082171680115","0.00020176082171680115","0.00020176082171680115"
"166","","","","0.00020298361457569085","0.00020298361457569085","0.00020298361457569085"
"167","","","","0.00020420640743458058","0.00020420640743458058","0.00020420640743458058"
"168","","","","0.00020542920029347026","0.00020542920029347026","0.00020542920029347026"
"169","","","","0.00020665199315235996","0.00020665199315235996","0.00020665199315235996"
"170","","","","0.00020787478601124967","0.00020787478601124967","0.00020787478601124967"
"171","","","","0.0002090975788701394","0.0002090975788701394","0.0002090975788701394"
"172","","","","0.00021032037172902907","0.00021032037172902907","0.00021032037172902907"
"173","","","","0.00021154316458791878","0.00021154316458791878","0.00021154316458791878"
"174","","","","0.00021276595744680848","0.00021276595744680848","0.00021276595744680848"
"175","","","","0.0002139887503056982","0.0002139887503056982","0.0002139887503056982"
"176","","","","0.0002152115431645879","0.0002152115431645879","0.0002152115431645879"
"177","","","","0.0002164343360234776","0.0002164343360234776","0.0002164343360234776"
"178","","","","0.0002176571288823673","0.0002176571288823673","0.0002176571288823673"
"179","","","","0.00021887992174125703","0.00021887992174125703","0.00021887992174125703"
"180","","","","0.0002201027146001467","0.0002201027146001467","0.0002201027146001467"
"181","","","","0.0002213255074590364","0.0002213255074590364","0.0002213255074590364"
"182","","","","0.0002225483003179261","0.0002225483003179261","0.0002225483003179261"
"183","","","","0.00022377109317681584","0.00022377109317681584","0.00022377109317681584"
"184","","","","0.00022499388603570552","0.00022499388603570552","0.00022499388603570552"
"185","","","","0.00022621667889459522","0.00022621667889459522","0.00022621667889459522"
"186","","","","0.00022743947175348492","0.00022743947175348492","0.00022743947175348492"
"187","","","","0.00022866226461237466","0.00022866226461237466","0.00022866226461237466"
"188","","","","0.00022988505747126433","0.00022988505747126433","0.00022988505747126433"
"189","","","","0.00023110785033015404","0.00023110785033015404","0.00023110785033015404"
"190","","","","0.00023233064318904374","0.00023233064318904374","0.00023233064318904374"
"191","","","","0.00023355343604793347","0.00023355343604793347","0.00023355343604793347"
"192","","","","0.00023477622890682317","0.00023477622890682317","0.00023477622890682317"
"193","","","","0.00023599902176571285","0.00023599902176571285","0.00023599902176571285"
"194","","","","0.00023722181462460258","0.00023722181462460258","0.00023722181462460258"
"195","","","","0.00023844460748349228","0.00023844460748349228","0.00023844460748349228"
"196","","","","0.000239667400342382","0.000239667400342382","0.000239667400342382"
"197","","","","0.00024089019320127166","0.00024089019320127166","0.00024089019320127166"
"198","","","","0.0002421129860601614","0.0002421129860601614","0.0002421129860601614"
"199","","","","0.0002433357789190511","0.0002433357789190511","0.0002433357789190511"
"200","","","","0.00024455857177794083","0.00024455857177794083","0.00024455857177794083"
"201","","","","0.0002457813646368305","0.0002457813646368305","0.0002457813646368305"
"202","","","","0.0002470041574957202","0.0002470041574957202","0.0002470041574957202"
"203","","","","0.0002482269503546099","0.0002482269503546099","0.0002482269503546099"
"204","","","","0.00024944974321349964","0.00024944974321349964","0.00024944974321349964"
"205","","","","0.0002506725360723893","0.0002506725360723893","0.0002506725360723893"
"206","","","","0.000251895328931279","0.000251895328931279","0.000251895328931279"
"207","","","","0.0002531181217901687","0.0002531181217901687","0.0002531181217901687"
"208","","","","0.00025434091464905846","0.00025434091464905846","0.00025434091464905846"
"209","","","","0.0002555637075079481","0.0002555637075079481","0.0002555637075079481"
"210","","","","0.00025678650036683787","0.00025678650036683787","0.00025678650036683787"
"211","","","","0.0002580092932257275","0.0002580092932257275","0.0002580092932257275"
"212","","","","0.0002592320860846172","0.0002592320860846172","0.0002592320860846172"
"213","","","","0.000260454878943507","0.000260454878943507","0.000260454878943507"
"214","","","","0.0002616776718023966","0.0002616776718023966","0.0002616776718023966"
"215","","","","0.00026290046466128633","0.00026290046466128633","0.00026290046466128633"
"216","","","","0.0002641232575201761","0.0002641232575201761","0.0002641232575201761"
"217","","","","0.00026534605037906574","0.00026534605037906574","0.00026534605037906574"
"218","","","","0.0002665688432379555","0.0002665688432379555","0.0002665688432379555"
"219","","","","0.00026779163609684514","0.00026779163609684514","0.00026779163609684514"
"220","","","","0.00026901442895573485","0.00026901442895573485","0.00026901442895573485"
"221","","","","0.0002702372218146246","0.0002702372218146246","0.0002702372218146246"
"222","","","","0.00027146001467351425","0.00027146001467351425","0.00027146001467351425"
"223","","","","0.00027268280753240396","0.00027268280753240396","0.00027268280753240396"
"224","","","","0.0002739056003912937","0.0002739056003912937","0.0002739056003912937"
"225","","","","0.00027512839325018337","0.00027512839325018337","0.00027512839325018337"
"226","","","","0.0002763511861090731","0.0002763511861090731","0.0002763511861090731"
"227","","","","0.00027757397896796277","0.00027757397896796277","0.00027757397896796277"
"228","","","","0.0002787967718268525","0.0002787967718268525","0.0002787967718268525"
"229","","","","0.00028001956468574223","0.00028001956468574223","0.00028001956468574223"
"230","","","","0.0002812423575446319","0.0002812423575446319","0.0002812423575446319"
"231","","","","0.00028246515040352164","0.00028246515040352164","0.00028246515040352164"
"232","","","","0.00028368794326241134","0.00028368794326241134","0.00028368794326241134"
"233","","","","0.000284910736121301","0.000284910736121301","0.000284910736121301"
"234","","","","0.00028613352898019075","0.00028613352898019075","0.00028613352898019075"
"235","","","","0.0002873563218390804","0.0002873563218390804","0.0002873563218390804"
"236","","","","0.0002885791146979701","0.0002885791146979701","0.0002885791146979701"
"237","","","","0.00028980190755685986","0.00028980190755685986","0.00028980190755685986"
"238","","","","0.0002910247004157495","0.0002910247004157495","0.0002910247004157495"
"239","","","","0.00029224749327463927","0.00029224749327463927","0.00029224749327463927"
"240","","","","0.000293470286133529","0.000293470286133529","0.000293470286133529"
"241","","","","0.0002946930789924186","0.0002946930789924186","0.0002946930789924186"
"242","","","","0.0002959158718513084","0.0002959158718513084","0.0002959158718513084"
"243","","","","0.0002971386647101981","0.0002971386647101981","0.0002971386647101981"
"244","","","","0.00029836145756908773","0.00029836145756908773","0.00029836145756908773"
"245","","","","0.0002995842504279775","0.0002995842504279775","0.0002995842504279775"
"246","","","","0.00030080704328686714","0.00030080704328686714","0.00030080704328686714"
"247","","","","0.0003020298361457569","0.0003020298361457569","0.0003020298361457569"
"248","","","","0.0003032526290046466","0.0003032526290046466","0.0003032526290046466"
"249","","","","0.00030447542186353625","0.00030447542186353625","0.00030447542186353625"
"250","","","","0.000305698214722426","0.000305698214722426","0.000305698214722426"
"251","","","","0.0003069210075813157","0.0003069210075813157","0.0003069210075813157"
"252","","","","0.00030814380044020536","0.00030814380044020536","0.00030814380044020536"
"253","","","","0.0003093665932990951","0.0003093665932990951","0.0003093665932990951"
"254","","","","0.00031058938615798477","0.00031058938615798477","0.00031058938615798477"
"255","","","","0.00031181217901687453","0.00031181217901687453","0.00031181217901687453"
"256","","","","0.00031303497187576423","0.00031303497187576423","0.00031303497187576423"
